base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Being reflective', 'Full label': '""Being reflective, not impulsive""'}",Information Acquisition,"The shared goal 'Being reflective, not impulsive' aligns most closely with 'Information Acquisition' because it emphasizes a thoughtful, deliberate process of gathering and processing information before acting or forming conclusions. This goal category focuses on understanding and inquiry, which is the antithesis of impulsivity. The personal goals are designed to reflect distinct social intentions: one agent seeks to validate their understanding through questioning, while the other aims to influence the partner's perspective by sharing a structured thought process. The roles ('The Inquirer' and 'The Methodical Analyst') support these goals by establishing complementary social positions that naturally foster a reflective dialogue.",To gently challenge the partner's assumptions by asking probing questions that encourage deeper thought and prevent hasty conclusions.,To systematically explain their own reasoning process in a way that persuades the partner to adopt a more structured and less reactive approach to decision-making.,"""Being reflective, not impulsive""",The Inquirer,The Methodical Analyst,"{'scenario_context': ""Two colleagues, [Agent 1] and [Agent 2], are reviewing a preliminary project proposal that was just submitted by their team. They are sitting together in a quiet office breakroom, each with a copy of the document. Their shared goal is to be reflective, not impulsive, before providing their feedback to the rest of the group. [Agent 1]'s personal goal is to gently challenge the partner's assumptions by asking probing questions that encourage deeper thought and prevent hasty conclusions. [Agent 2]'s personal goal is to systematically explain their own reasoning process in a way that persuades the partner to adopt a more structured and less reactive approach to decision-making."", 'explanation': ""The context establishes a cooperative, low-stakes professional environment where a shared goal of careful reflection is naturally required. The individual goals are seamlessly integrated into the task of reviewing a document, allowing both agents to pursue their respective roles—The Inquirer and The Methodical Analyst—without inherent conflict, aligning with the 'Easy' difficulty level.""}"
"{'Abbreviation': 'Hobbies', 'Full label': '""Devoting time to amusements, having recreation, entertainment, hobbies""'}",Cooperation,"The shared goal 'Devoting time to amusements, having recreation, entertainment, hobbies' aligns most closely with the 'Cooperation' category, as it involves agents working together to achieve a mutually enjoyable recreational activity. However, their personal goals reflect distinct social intentions within this cooperative framework. Agent 1 aims to subtly guide the interaction towards their preferred activity while maintaining harmony, while Agent 2 seeks to understand and validate their partner's preferences to strengthen their bond.",To gently steer the conversation towards choosing a recreational activity that aligns with their personal preferences while ensuring the other agent feels heard and included.,"To actively listen for and affirm the other agent's suggestions and excitement, prioritizing shared enjoyment and mutual satisfaction over a specific activity choice.","""Devoting time to amusements, having recreation, entertainment, hobbies""",Subtle Influencer,Attentive Validator,"{'scenario_context': 'Two friends, [Agent 1] and [Agent 2], are spending a quiet afternoon together at one of their apartments. They have both expressed a desire to do something fun and relaxing to unwind but have not yet decided on a specific activity. A variety of options are available to them, including board games, streaming a movie, or simply continuing their casual conversation.', 'explanation': 'This context establishes a simple, cooperative setting with low stakes. The shared goal of choosing a recreational activity is clear and easily attainable. The environment is neutral and comfortable, providing a natural platform for [Agent 1] to attempt subtle influence and for [Agent 2] to practice attentive validation without significant external pressure or conflict.'}"
"{'Abbreviation': 'Being spontaneous', 'Full label': '""Being spontaneous""'}",Relationship Building,"The shared goal 'Being spontaneous' aligns most closely with Relationship Building, as spontaneity often involves creating novel, authentic connections and breaking from routine to strengthen interpersonal bonds. This category focuses on developing rapport through unplanned, genuine interactions.",To encourage the other to break from their usual routines and embrace unpredictability in the moment.,To assess whether the other's spontaneity feels authentic and trustworthy rather than impulsive or reckless.,"""Being spontaneous""",Spontaneity Advocate,Cautious Evaluator,"{'scenario_context': ""Two colleagues, [Agent 1] and [Agent 2], are on their lunch break together in the office cafeteria. They have a shared, unspoken desire to build a better rapport. [Agent 1] spots a new pop-up food truck through the window that wasn't there yesterday and suggests they skip their usual packed lunches to try it, seeing it as a fun, impromptu opportunity. [Agent 2], who brought a salad from home, is intrigued by the idea but is instinctively weighing the potential downsides of the unplanned meal against the possibility of a positive shared experience."", 'explanation': ""This context establishes a simple, cooperative setting (Easy difficulty) where the shared goal of relationship building is naturally facilitated by a spontaneous act. The pop-up truck provides a clear, low-stakes opportunity for [Agent 1] to advocate for spontaneity. [Agent 2]'s personal goal is triggered by this suggestion, creating a realistic social dynamic where they must evaluate the proposal's authenticity and risk without any pre-existing conflict.""}"
"{'Abbreviation': 'Content with myself', 'Full label': '""Being happy, content with myself, having inner harmony, freedom from inner conflict""'}",Conflict Resolution,"The shared goal focuses on achieving inner harmony and freedom from conflict, which aligns best with 'Conflict Resolution' as the social goal category. This category involves addressing and resolving interpersonal tensions that could disrupt inner peace. For Agent 1, the personal goal is to seek validation for their emotional perspective, reflecting a desire to be understood and reduce internal conflict. For Agent 2, the personal goal is to provide empathetic listening and reassurance, aiming to support the other's emotional needs and foster a harmonious interaction. The roles 'Seeker of Validation' and 'Supportive Listener' complement these goals by defining their social positions in the interaction.",Seek validation for their emotional perspective to feel understood and reduce internal conflict.,Provide empathetic listening and reassurance to support the other's emotional needs and foster harmony.,"""Being happy, content with myself, having inner harmony, freedom from inner conflict""",Seeker of Validation,Supportive Listener,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends having a quiet conversation in a peaceful park after work. [Agent 1], feeling unsettled and conflicted about a recent minor disagreement they had with a mutual acquaintance, initiates the conversation. Their shared goal is to restore a sense of inner harmony and contentment. [Agent 1]'s personal goal is to seek validation for their emotional perspective to feel understood and reduce their internal conflict. [Agent 2]'s personal goal is to provide empathetic listening and reassurance to support [Agent 1]'s emotional needs and foster a harmonious resolution."", 'explanation': ""The context establishes a simple, cooperative, and low-stakes environment (a peaceful park) between two friends, aligning with the 'Easy' difficulty. The shared goal of achieving inner harmony is directly supported by the agents' individual roles: one seeking validation and the other providing supportive listening. The situation is psychologically grounded in a common interpersonal event where validation-seeking and support are naturally expected.""}"
"{'Abbreviation': 'Attracting sexually', 'Full label': '""Being able to attract, please, sexually excite a sexual partner""'}",Relationship Building,"The shared goal 'Being able to attract, please, sexually excite a sexual partner' aligns most closely with 'Relationship Building' as it focuses on establishing a new, intimate connection and fostering mutual attraction. Within this context, Agent 1's personal goal is to assess compatibility through subtle conversational cues, while Agent 2's is to create an atmosphere of mutual intrigue and excitement. Their roles as 'Evaluative Suitor' and 'Charming Enigma' reflect these distinct approaches to building a relationship.",To gauge the other's genuine interest and compatibility by subtly steering the conversation toward deeper values and desires.,To cultivate an aura of intriguing mystery and playful excitement that makes the other actively seek their approval and attention.,"""Being able to attract, please, sexually excite a sexual partner""",Evaluative Suitor,Charming Enigma,"{'scenario_context': 'Two individuals are on a first date at a quiet, intimate wine bar. They have just finished their main course and are sharing a dessert. The soft lighting and low background music create a relaxed, conversational atmosphere conducive to personal disclosure.', 'explanation': 'The setting provides a natural and low-pressure environment for the agents to pursue their individual goals. The shared activity (a date) directly aligns with the shared goal of attracting and exciting a partner. The post-meal, relaxed state lowers inhibitions and facilitates the deeper conversation [Agent 1] seeks and the playful, mysterious interplay [Agent 2] aims for, making the goals easily attainable and the interaction cooperative.'}"
"{'Abbreviation': 'Knowing many others', 'Full label': '""Knowing and being on familiar terms with many others""'}",Relationship Building,"The shared goal 'Knowing and being on familiar terms with many others' aligns most closely with Relationship Building, as it focuses on establishing new connections and fostering familiarity. However, it also incorporates elements of Identity Recognition, as truly knowing others involves understanding their personal identities. For this scenario, we'll focus on Relationship Building as the primary category, as the core objective is to expand one's social network and establish rapport. The personal goals are designed to reflect distinct social intentions: one agent aims to actively forge a new connection through enthusiastic engagement, while the other seeks to cautiously assess the potential for a deeper, more meaningful relationship before fully committing. Their roles—'Social Connector' and 'Cautious Evaluator'—complement these goals and create a dynamic where their different approaches to relationship building interact.",To establish an immediate sense of rapport and familiarity by steering the conversation toward shared interests and expressing enthusiastic agreement.,To cautiously gauge the other's sincerity and depth of character to determine if they are worth investing in for a long-term connection.,"""Knowing and being on familiar terms with many others""",Social Connector,Cautious Evaluator,"{'scenario_context': '[Agent 1] and [Agent 2] are attending a professional networking event for their industry. They have just been introduced by a mutual acquaintance who mentioned they both share an interest in modern art. They are standing together near the refreshment table, holding drinks. The event is designed to foster new connections in a relaxed, supportive environment.', 'explanation': ""This context provides a natural and low-stakes environment for relationship building. The shared interest in art, introduced by a mutual acquaintance, gives [Agent 1] an easy and relevant topic to establish rapport. The supportive nature of a networking event aligns with the 'easy' difficulty, as the social norms encourage cooperation and open conversation, making the shared goal of becoming familiar with others readily attainable. The setting is psychologically grounded in a common real-world social situation.""}"
"{'Abbreviation': 'Being free', 'Full label': '""Having freedom (being a free person)""'}",Identity Recognition,"The shared goal 'Having freedom (being a free person)' aligns most closely with the 'Identity Recognition' social goal category. This category focuses on individuals seeking acknowledgment, validation, or understanding of their self-concept, values, or autonomy—core aspects of personal freedom. The personal goals are designed to reflect distinct social intentions: one agent aims to assert their independence and have it validated, while the other seeks to understand the boundaries and meaning of that freedom to build trust. The roles ('Assertive Individualist' and 'Inquisitive Confidant') create a dynamic where one advocates for their autonomy while the other explores it through supportive inquiry, fostering a scenario ripe for attribution processes as each interprets the other's behavior through dispositional and situational lenses.",To assert one's own autonomy and have it recognized as valid by the other agent.,To understand the boundaries and motivations behind the other's desire for freedom to build a foundation of trust.,"""Having freedom (being a free person)""",Assertive Individualist,Inquisitive Confidant,"{'scenario_context': 'Two friends, [Agent 1] and [Agent 2], are having coffee at a quiet cafe. They have been discussing their upcoming summer plans. [Agent 1] has just announced a spontaneous decision to take a solo backpacking trip across the country, a significant departure from their usual routine. [Agent 2], who values their close friendship, is both surprised and curious about this sudden change.', 'explanation': ""The cafe provides a neutral, low-stakes environment conducive to an easy conversation. The shared goal of 'having freedom' is explored through [Agent 1]'s immediate act of asserting autonomy with their trip plans and [Agent 2]'s desire to understand this choice to maintain trust. Their goals are easily aligned as friends in a cooperative setting, making the difficulty level 'Easy'.""}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Identity Recognition,"The shared goal 'Engaging in religious traditions' involves collective participation in rituals and practices that reinforce group identity and spiritual connection. This aligns most closely with 'Identity Recognition' as the core social goal category, as religious traditions often serve to affirm and validate one's place within a faith community and to be seen by others as a genuine member. The personal goals are designed to reflect distinct motivations within this context: one agent seeks to establish their authentic belonging through the ritual, while the other aims to gauge and affirm the first agent's commitment, creating a dynamic where social validation is implicitly negotiated through their interaction.",To be perceived by the other as a genuine and committed member of the faith through their participation.,To assess the authenticity and depth of the other's faith based on their engagement with the tradition.,"""Engaging in religious traditions""",New Devotee,Established Elder,"{'scenario_context': '[Agent 1], a new devotee, and [Agent 2], an established elder, are preparing the community hall for a weekly prayer service. They are arranging prayer mats, setting out sacred texts, and ensuring the space is respectful and welcoming for the congregation. Their shared task is to complete these preparations efficiently and reverently.', 'explanation': ""The context places both agents in a cooperative, low-stakes task directly related to their shared goal of engaging in religious tradition. [Agent 1]'s personal goal is naturally served by demonstrating commitment through diligent physical work. [Agent 2]'s personal goal is facilitated by observing [Agent 1]'s actions and attitude during this preparatory ritual, allowing for an assessment of authenticity without direct confrontation, aligning with an 'Easy' difficulty level.""}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"The shared goal 'Setting and following my own guidelines' involves individuals establishing personal autonomy and self-direction. This aligns most closely with 'Identity Recognition' as the core social goal category. This category focuses on an individual's desire to have their self-perceived identity, values, and autonomy acknowledged and validated by others. The scenario involves two agents with contrasting approaches to this shared pursuit: one seeks external validation for their self-defined path, while the other is motivated to understand and dissect the internal reasoning behind such self-guidelines. Their personal goals are designed to be interactionally measurable through their conversational behavior—Agent 1's need for validation will manifest in seeking agreement and positive feedback, while Agent 2's analytical nature will be evident through probing questions and a focus on logic.",To seek validation from the other agent that their self-defined guidelines are reasonable and worthy of respect.,To critically understand the rationale behind the other agent's self-guidelines by probing their underlying logic and assumptions.,"""Setting and following my own guidelines""",The Autonomy Seeker,The Logical Analyst,"{'scenario_context': '[Agent 1] and [Agent 2] are colleagues working together on a long-term project. During a casual coffee break, [Agent 1] shares a personal set of guidelines they have recently written for themselves to improve their work-life balance and personal productivity. [Agent 2], who is known for their analytical mind, listens with interest.', 'explanation': ""The context establishes a low-stakes, cooperative environment (Easy difficulty) where the shared goal of 'setting and following guidelines' naturally arises. [Agent 1]'s personal goal to seek validation is facilitated by them voluntarily sharing their guidelines. [Agent 2]'s role as a Logical Analyst is triggered by this sharing, setting up their goal to probe the rationale behind the rules. The coffee break provides a relaxed, realistic setting for this interpersonal exchange.""}"
"{'Abbreviation': 'Being likeable', 'Full label': '""Being likeable, making friends, drawing others near""'}",Relationship Building,"The shared goal 'Being likeable, making friends, drawing others near' aligns most closely with the 'Relationship Building' category, as it focuses on initiating and developing positive social connections. For Agent 1, the personal goal is to project warmth and approachability through supportive language, aiming to create an immediate sense of rapport. For Agent 2, the personal goal is to seek validation and reassurance through self-disclosure, aiming to test the other's acceptance and build trust. The roles 'The Affirmative Connector' and 'The Cautious Sharer' complement these goals by defining distinct social positions—one outwardly focused on fostering positivity, the other inwardly focused on gauging safety in vulnerability.",To project warmth and approachability by using supportive and encouraging language to make the other agent feel comfortable and valued.,To seek validation and reassurance by cautiously sharing personal information and gauging the other agent's acceptance and responsiveness.,"""Being likeable, making friends, drawing others near""",The Affirmative Connector,The Cautious Sharer,"{'scenario_context': '[Agent 1] and [Agent 2] are coworkers who have just been assigned as partners for a new, low-stakes project. They are meeting for the first time over coffee in the office breakroom to discuss their initial ideas and get to know each other.', 'explanation': ""This context is 'Easy' as it is a simple, cooperative, and low-pressure social interaction. The shared goal of building a positive relationship is easily attainable through casual conversation. The setting naturally supports [Agent 1]'s goal to be warm and encouraging, while providing a safe, public space for [Agent 2] to cautiously share personal information and seek validation.""}"
