base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Peace of mind', 'Full label': '""Having peace of mind""'}",Relationship Maintenance,"Peace of mind in an interpersonal context relies on preserving emotional security and trust. Relationship Maintenance fits because both agents pursue stability through tone, validation, and boundaries—behaviors observable in dialogue that reflect dispositional tendencies and situational cues.","Elicit steady, empathic validation from the other by sharing worries in a vulnerable tone and nudging the exchange toward reflective listening rather than problem-solving.","Convey predictability and psychological safety by reflecting the other's feelings first, then offering concise reassurances and gentle boundaries to prevent rumination spirals.","""Having peace of mind""",Anxious partner,Grounding partner,"{'scenario_context': 'During a pre-agreed 15-minute evening check-in, [Agent 1] brings up anxiety sparked by a late reply to their earlier text about weekend plans. Both are seated with phones silenced and the understanding that the goal is to end the talk feeling calmer, not to solve logistics. [Agent 1] intends to share specific worries in a vulnerable tone and ask for listening rather than fixes. [Agent 2] plans to first reflect the feelings being expressed, then offer a brief reassurance about the delayed reply, and set a gentle time or topic boundary if the discussion starts looping. They both expect to wind down with a simple calming activity afterward to signal closure and safety.', 'explanation': 'The setup aligns cooperative goals: [Agent 1] seeks steady validation and reflective listening; [Agent 2] aims to provide predictable emotional mirroring, concise reassurance, and gentle limits to prevent rumination. A low-stakes trigger (a late text) and a structured ritual make dispositional tendencies visible yet manageable: [Agent 1] is prone to threat-focused, internal attributions (feeling like a burden), while [Agent 2] frames the delay as situational, modeling a reattribution that preserves trust. Clear time boundaries and a closure routine reduce escalation, supporting the shared aim of peace of mind.'}"
"{'Abbreviation': 'Cared for', 'Full label': '""Being taken care of""'}",Relationship Maintenance,"Being taken care of hinges on sustaining emotional security and responsiveness between partners, which fits Relationship Maintenance. One agent seeks to draw out nurturing behavior; the other aims to provide steady, empathetic care to preserve a sense of safety.","Influence the other to adopt a nurturing, attentive stance by sharing vulnerability and affirming empathetic, soothing responses.","Convey dependable care by reflecting feelings, offering gentle check-ins, and providing reassurance before distress escalates.","""Being taken care of""",Care Recipient,Attentive Caregiver,"{'scenario_context': 'Early evening check-in between [Agent 1] (Care Recipient) and [Agent 2] (Attentive Caregiver) after a mildly stressful day. [Agent 1] feels worn and worries about seeming like a burden, intending to name specific feelings and small needs to invite a nurturing, attentive stance and to acknowledge any soothing they receive. [Agent 2], expecting these low-level stress signals, aims to convey dependable care through gentle, proactive check-ins, reflecting feelings, and brief reassurances before distress grows. They share the goal of being taken care of and maintaining closeness, using a calm, specific, and short exchange so comfort lands quickly. There are no competing demands or time pressures.', 'explanation': 'Difficulty is easy because goals are aligned and stakes are low. Dispositional factors: [Agent 1] is sensitive and reassurance-seeking; [Agent 2] is warm and conscientious. Situational factors: minor stress from the day and uninterrupted time. Attribution dynamics: [Agent 1] expects to read [Agent 2]’s care as a stable trait, reinforcing trust; [Agent 2] attributes [Agent 1]’s tension to situational stress rather than character, enabling non-defensive, proactive soothing. This supports smooth cooperation: sharing vulnerability, reflective listening, and early reassurance.'}"
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Identity Recognition,"Freedom of choice hinges on having one’s autonomy recognized and respected in interaction, making Identity Recognition the best fit.",Influence the other to openly state their preferences by presenting options without pressure and affirming any expressed choice as valid.,Assess whether their autonomy is respected by stating clear boundaries and observing if the other acknowledges and adapts without minimizing or pushing back.,"""Having freedom of choice""",Choice Facilitator,Boundary Setter,"{'scenario_context': '[Agent 1] and [Agent 2] are meeting to decide how [Agent 2] will participate in an optional workplace ""About Me"" spotlight intended to recognize employees\' identities. Participation is entirely voluntary, with multiple formats (written Q&A, short audio clip, live chat) and content choices (topics, pronouns/name used, with or without photo). [Agent 1], acting as a Choice Facilitator, is there to outline the options, clarify that any selection or refusal is acceptable, and invite preferences without pressure. [Agent 2], as a Boundary Setter, intends to state clear limits (e.g., preferred name/pronouns, no photos, topics they won’t discuss, chosen format and timing) and to watch whether [Agent 1] acknowledges and adapts to these boundaries without minimizing or nudging. The shared goal is ensuring [Agent 2] experiences genuine freedom of choice in self-presentation.', 'explanation': 'The setup is cooperative and low-stakes (optional program, flexible formats), making it easy-level. It centers on identity recognition, where choices reflect self-concept. [Agent 1] aims to elicit preferences by presenting options and affirming any decision; [Agent 2] tests autonomy-respect by stating boundaries and monitoring the response. Dispositional tendencies (autonomy-supportive vs. boundary-conscious) and situational cues (organizational policy, optional participation) shape expectations and attributions about respect and pressure, providing a clear basis for observing how intentions are inferred and aligned.'}"
"{'Abbreviation': 'Easy life', 'Full label': '""Having an easy and comfortable life""'}",Cooperation,"A comfortable life hinges on coordinated choices that reduce mutual effort, so Cooperation best fits. One agent will gently steer toward convenient options, while the other preserves personal ease by testing suggestions and setting soft limits.",Steer the interaction toward low-effort joint choices by positively framing simple options and soothing any urgency the other expresses.,Protect their own ease by calmly probing for hidden burdens in suggestions and softly declining when a proposal feels pressuring.,"""Having an easy and comfortable life""",Ease Promoter,Boundary Setter,"{'scenario_context': '[Agent 1] and [Agent 2], low-key roommates, sit down to decide how they will handle routine tasks for the next month—groceries, light cleaning, and bill payments—so their weeks stay easy and comfortable. The aim is to pick a simple plan today (e.g., delivery subscriptions, autopay, a minimal rotating chore list) and avoid future hassle. [Agent 1] intends to guide the discussion toward low-effort defaults by framing simple options as relaxing and non-urgent, and by easing any sense of pressure. [Agent 2] plans to safeguard their own ease by calmly asking about hidden burdens (fees, delivery windows, setup time, cancellations, mental load) and gently declining options that feel pressuring. Both are cooperative and prefer a plan that keeps effort and decision-making to a minimum.', 'explanation': 'The shared goal is an easy, comfortable life. [Agent 1] (Ease Promoter) will emphasize low-effort, low-urgency solutions and positive framing to streamline choices. [Agent 2] (Boundary Setter) will probe for unseen costs and softly refuse anything that could add stress. Dispositional tendencies (comfort-seeking vs. boundary-protecting) and the low-stakes, routine context align to keep the interaction cooperative and simple, making this an Easy scenario.'}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"Identity Recognition fits because the scenario centers on having one’s self-authored standards acknowledged and respected in interaction. One agent asserts boundaries; the other actively validates and adapts to them, enabling both to set and follow their own guidelines without coercion.",Influence the other to treat my self-set guidelines as the default frame by calmly restating boundaries and redirecting prescriptive suggestions back to my terms.,"Signal recognition of the other's autonomy by mirroring their terms, asking consent before offering input, and presenting my ideas as optional within their stated limits.","""Setting and following my own guidelines""",Boundary Setter,Autonomy Validator,"{'scenario_context': ""[Agent 1] and [Agent 2] are about to collaborate on a short, low-stakes team deliverable. Before starting, they hold a brief check-in to define how collaboration will work. The shared aim is to establish and follow [Agent 1]'s self-set guidelines for communication, feedback, decision-making, and time boundaries. [Agent 1] intends to present clear preferences (e.g., asynchronous updates at set times, written feedback using neutral language, no unplanned meetings, and decisions logged in a shared doc) and to keep these as the default frame by calmly restating boundaries and redirecting any prescriptive input back to those terms. [Agent 2] enters the meeting with the explicit purpose of recognizing [Agent 1]'s autonomy, mirroring their language, asking consent before offering suggestions, and presenting ideas (like optional templates or check-in rhythms) as opt-in and within the limits [Agent 1] sets. Both expect an amicable, brief alignment with minimal tension."", 'explanation': ""This setup centers identity recognition by making [Agent 1]'s self-defined guidelines the default frame for collaboration. The shared goal is to set and follow those guidelines. [Agent 1]'s personal goal is operationalized through calmly reasserting boundaries and redirecting prescriptive suggestions; [Agent 2]'s goal is met by mirroring terms, seeking consent, and framing input as optional within [Agent 1]'s limits. The situation is easy because both roles are cooperative, the stakes are low, and there are no conflicting incentives, making alignment straightforward.""}"
"{'Abbreviation': 'Stability', 'Full label': '""Having stability in life, avoiding change, adhering to my ways and life style""'}",Relationship Maintenance,"Relationship Maintenance best matches a shared desire for stability and adherence to existing ways. The agents’ goals are distinct: one aims to steer interaction away from change (boundary-setting influence), while the other aims to validate and stabilize the interaction (affirming responsiveness).",Steer the conversation back to established routines whenever change is implied by affirming what already works and reframing suggestions toward current practices to signal preference for continuity.,"Convey acceptance of the other’s existing ways by mirroring their wording, paraphrasing their values, and asking continuity-focused questions that emphasize predictability over novelty.","""Having stability in life, avoiding change, adhering to my ways and life style""",Routine Gatekeeper,Stability Validator,"{'scenario_context': 'During their Sunday planning check-in at home, [Agent 1] (Routine Gatekeeper) and [Agent 2] (Stability Validator) review a group message proposing to replace their standing Friday home-cooked dinner with a rotating restaurant night for the next month. They also need to confirm this week’s chores, grocery list, and exercise times. Both prioritize stability and want to maintain their current routine. The immediate task is to decide how to respond to the group and whether any minor schedule tweaks are needed without disrupting familiar patterns. [Agent 1] intends to anchor the plan to what already works, affirming existing habits and reframing suggestions toward current practices. [Agent 2] intends to convey acceptance of the existing routine by mirroring [Agent 1]’s wording, paraphrasing shared values (predictability, budget, sleep), and asking continuity-focused questions. The tone is cooperative and low-stakes; they aim to preserve harmony while offering a clear, stability-oriented response.', 'explanation': 'This easy, cooperative setup aligns the shared goal (maintaining stability) with both agents’ individual goals. The scenario makes attributional processes observable: dispositional preferences for routine guide their default stance, while situational justifications (e.g., budget, energy, predictable timing) can be invoked to legitimize continuity. [Agent 1] will steer and reframe toward established routines; [Agent 2] will validate through mirroring and continuity-focused questions, minimizing tension and facilitating a mutually satisfying, stability-preserving decision.'}"
"{'Abbreviation': 'Learning art', 'Full label': '""Learning more about art""'}",Information Acquisition,"Information Acquisition best fits the shared aim of learning about art. The agents take complementary intentions: one elicits and affirms explanations, while the other constructively challenges and refines them.","Elicit the other's knowledge and interpretations by asking open-ended, curiosity-driven questions and affirming useful details to guide deeper explanation.","Refine the other's claims by politely challenging vague points, offering counterexamples, and requesting justifications to pressure-test understanding.","""Learning more about art""",Curious novice,Critical enthusiast,"{'scenario_context': '[Agent 1] and [Agent 2] stand before a single abstract painting after a brief gallery talk. They agree to spend a few minutes discussing the work to learn more about art together. [Agent 1], new to the topic, frames the exchange as exploratory and signals openness to guidance. [Agent 2], an engaged hobbyist, signals willingness to discuss but prefers precise claims. They set a cooperative tone: [Agent 1] will ask broad, curiosity-driven questions and reflect back details to draw out explanations; [Agent 2] will respond constructively while pressing for clarity by challenging vague points, offering counterexamples from the artwork or related artists, and requesting justifications. Both aim to leave with a clearer grasp of the painting’s meaning, technique, and context.', 'explanation': 'Low-stakes, cooperative conditions make it easy for both goals to align. Dispositionally, [Agent 1] is deferential and curious, primed to attribute critiques to helpful expertise, while [Agent 2] is analytical yet prosocial, primed to see [Agent 1]’s vagueness as inexperience rather than resistance. The shared learning frame and mutual ground rules reduce defensive attributions and support smooth information exchange.'}"
"{'Abbreviation': 'Being affectionate', 'Full label': '""Being affectionate toward others""'}",Relationship Maintenance,"Affection supports ongoing closeness, so Relationship Maintenance fits best. One agent seeks to heighten warmth through expressive affection, while the other maintains comfort and security by validating and pacing the exchange—complementary intentions that sustain affectionate bonds.","Elicit reciprocated warmth by using affectionate language and gentle self-disclosure to draw the other into a more intimate, tender tone.","Convey care and safety by reflecting feelings, affirming disclosures, and pacing the interaction to keep both comfortable without dulling warmth.","""Being affectionate toward others""",Affection Initiator,Empathic Validator,"{'scenario_context': '[Agent 1] and [Agent 2] are in a calm, private moment they’ve intentionally set aside for a brief “affection check-in” to maintain their bond. They’ve agreed on a simple structure: [Agent 1], as Affection Initiator, will open with specific appreciation and a small, gentle self-disclosure to invite closeness. [Agent 2], as Empathic Validator, will respond by reflecting feelings, affirming the disclosure, and checking the pace to keep both comfortable while sustaining warmth. Trust is high, both are in a neutral-to-positive mood, and there are no competing demands. A minor interpersonal consideration is present: [Agent 1] sometimes worries about coming on too strong, and [Agent 2] is attentive to balancing validation with spontaneity. The shared aim is to express and receive affection in a way that feels natural and mutually soothing.', 'explanation': 'This setup is easy because both agents share the same goal—sustaining affectionate connection—and have a simple, cooperative routine that lowers uncertainty. Dispositional tendencies align: [Agent 1] seeks warmth through tender language and gentle vulnerability; [Agent 2] naturally mirrors and validates to foster safety. Situational features (privacy, agreed pacing, short duration) reduce friction. Likely attributions are benign: [Agent 2] reads [Agent 1]’s disclosure as sincere rather than needy, and [Agent 1] interprets [Agent 2]’s pacing as caring rather than distant, supporting smooth, affectionate exchange.'}"
"{'Abbreviation': 'Educational degree', 'Full label': '""Obtaining an advanced educational degree""'}",Cooperation,"Cooperation best aligns because both peers intend to coordinate efforts toward the degree; their goals contrast influence (shaping joint commitment) with understanding/boundary protection (assessing reliability and asserting limits), allowing attributions about motives and constraints to emerge through dialogue.","Shape the other's stance toward joint work by consistently inviting co-planning and affirming their ideas, aiming for the other to mirror 'we' language and build on proposals.",Gauge and protect personal boundaries by transparently stating constraints and observing whether the other responds with concrete accommodations rather than vague pressure.,"""Obtaining an advanced educational degree""",Study plan organizer,Time-constrained peer,"{'scenario_context': '[Agent 1], the study plan organizer, schedules a brief planning call with [Agent 2], a time‑constrained peer, at the start of the semester to map out how they will complete program requirements (course load, exam prep, and a shared research project) toward their advanced degree. The purpose is to co-create a weekly rhythm, milestone timeline, and division of tasks. [Agent 1] intends to invite co-planning, use inclusive ""we"" language, and actively build on [Agent 2]\'s suggestions, proposing tools like a shared document and rotating responsibilities. [Agent 2] arrives ready to state clear availability limits and energy constraints due to work commitments, and to watch whether [Agent 1] offers concrete accommodations (e.g., meeting windows that fit, asynchronous check-ins, buffer weeks) rather than vague pressure. Both want to leave with an agreed plan that respects boundaries and enables steady progress.', 'explanation': ""The setup is cooperative and low-conflict: both agents share a clear goal and can align quickly by matching planning structure to time constraints. It foregrounds attribution processes: [Agent 1] can interpret [Agent 2]'s limits as situational rather than low motivation, while [Agent 2] gauges whether [Agent 1]'s inclusive language and specific adjustments signal a genuinely collaborative disposition. The focus on concrete accommodations versus vague pressure gives observable cues for drawing dispositional versus situational attributions, making trust-building straightforward in an easy scenario.""}"
"{'Abbreviation': 'Being ambitious', 'Full label': '""Being ambitious, hard-working""'}",Identity Recognition,Identity Recognition best fits because the shared goal centers on being seen and treated as ambitious and hard-working; the interaction hinges on signaling and validating that identity.,"Influence the other to perceive them as genuinely ambitious and diligent by framing ideas as commitments, responding to challenges without defensiveness, and emphasizing steady routines over one-off wins.","Assess the depth and stability of the other's ambition by probing motives, trade-offs, and reactions to setbacks, offering calibrated affirmation only when responses show reflection and persistence.","""Being ambitious, hard-working""",Ambitious mentee,Evaluative mentor,"{'scenario_context': ""[Agent 1] and [Agent 2] meet for a scheduled 20-minute mentorship check-in within a company development program. The joint purpose is to align on whether [Agent 1] is ready to be seen as consistently ambitious and hard-working and to set a 90-day plan tied to a stretch assignment with weekly deliverables. [Agent 1] enters prepared with a brief routine-based plan (time blocks, weekly progress updates, criteria for adjusting scope) and intends to frame each idea as a concrete commitment. [Agent 2] intends to evaluate the depth and stability of [Agent 1]'s ambition by asking targeted questions about motives, expected trade-offs (e.g., social time, secondary projects), and responses to foreseeable setbacks (missed deadlines, conflicting priorities). The tone is supportive and cooperative: [Agent 2] signals that endorsement for the assignment is likely if [Agent 1] shows reflective reasoning and persistence strategies, and offers affirmation proportionate to that evidence. The conversation will center on translating identity claims into observable routines, testing for non-defensiveness under mild challenge, and agreeing on simple, trackable weekly behaviors."", 'explanation': 'This setup keeps difficulty low by making the interaction structured, supportive, and oriented toward shared success. It foregrounds attribution processes: [Agent 1] tries to convey dispositional ambition through stable routines and commitments rather than one-off achievements, while [Agent 2] probes situational contingencies (trade-offs, setbacks) to assess whether the trait is consistent across contexts. Calibrated affirmation and mild tests for persistence allow identity recognition to emerge cooperatively without high-stakes conflict.'}"
"{'Abbreviation': 'Looking fit', 'Full label': '""Looking physically fit""'}",Cooperation,Cooperation aligns with a shared desire to look physically fit because both agents benefit from coordinating encouragement and pacing. The goals focus on how each shapes or interprets the other’s responses to sustain joint motivation.,"Steer the partner’s mindset toward steady effort by validating concerns and reframing setbacks as normal, keeping the tone optimistic and autonomy-supportive.","Gauge whether the partner is genuinely supportive by disclosing insecurities and asking clarifying questions, preferring empathetic responses over pressure to decide how closely to engage.","""Looking physically fit""",Peer Coach,Cautious Partner,"{'scenario_context': 'After a workplace wellness kick-off, [Agent 1] and [Agent 2] are paired as accountability partners in a low-pressure, four-week effort to ""look more physically fit."" They sit down for a brief planning chat about what that means to each of them, how often to check in, and how to handle missed sessions. [Agent 1], acting as a peer coach, invites [Agent 2] to describe starting points, preferences, and concerns, aiming to keep things flexible and self-directed. [Agent 2], a cautious partner with prior experiences of feeling judged in fitness settings, discloses insecurities about appearance, consistency, and being pushed too hard, and asks how setbacks will be treated. The two discuss small, realistic steps (short workouts, posture and form, simple tracking) and agree to define progress in ways that feel motivating rather than pressuring. The tone is collaborative and light, with both seeking a comfortable structure that supports steady effort and mutual respect.', 'explanation': 'This setup is easy and cooperative: both agents share a concrete goal (looking physically fit) and are aligned on creating a supportive routine. The social dynamic centers on attribution: [Agent 1] aims to validate concerns and frame lapses as normal, emphasizing controllable, changeable causes (effort, strategy, context) to foster persistence. [Agent 2] tests for genuine empathy by revealing insecurities and asking how missed workouts and slow progress will be interpreted, gauging whether [Agent 1] attributes outcomes to traits versus situational factors. Their personal goals naturally converge through negotiating pace, check-ins, and definitions of progress, minimizing tension while highlighting how attribution styles shape commitment and closeness.'}"
"{'Abbreviation': 'Things in order', 'Full label': '""Keeping things in order (my desk, office, house, etc.)""'}",Cooperation,"Keeping shared spaces orderly requires coordinated routines and joint problem-solving, so Cooperation best fits. The Household Organizer aims to influence interaction tone and structure; the Flexible Roommate aims to understand priorities and preserve autonomy—distinct intentions that shape how they talk to each other.","Guide the other toward shared tidying norms by using calm I-statements, naming concrete expectations, and reframing complaints into collaborative choices.","Surface which standards matter most to the organizer by asking for rationales, reflecting them back, and proposing flexible boundaries that protect autonomy.","""Keeping things in order (my desk, office, house, etc.)""",Household Organizer,Flexible Roommate,"{'scenario_context': 'Late Sunday evening in a small shared apartment, [Agent 1] and [Agent 2] pause in the kitchen, noticing a cluttered counter, a stack of mail, and a few dishes left from a busy week. With 20 minutes before starting dinner, they agree to align on how to keep shared areas orderly without policing each other. [Agent 1] intends to use calm I-statements to describe how visual clutter affects focus, name a few concrete expectations for shared spaces, and frame them as collaborative choices. [Agent 2] plans to ask which standards matter most and why, reflect those reasons back, and propose flexible boundaries that preserve autonomy. Both acknowledge the mess stems from a hectic week and want a simple, sustainable routine they can both commit to.', 'explanation': 'This setup highlights attribution processes with low tension: [Agent 1] is dispositionally conscientious and frames requests with specific, collaborative statements, while [Agent 2] values autonomy and uses curiosity to surface rationales and negotiate boundaries. Both attribute current clutter to situational factors (busy week) rather than stable traits (laziness), promoting cooperative norm-setting. The shared goal is aligned and attainable, making the situation easy and conducive to exploring how dispositional tendencies and situational explanations shape cooperative behavior.'}"
"{'Abbreviation': 'Intellectual conversations', 'Full label': '""Having intellectual experiences, conversations, discussing interesting topics""'}",Cooperation,"To co-create rich intellectual conversations, the agents need to coordinate complementary interaction strategies. Choosing Cooperation aligns with a shared aim of exploring ideas together. One agent works to elicit and scaffold the other’s reasoning; the other stress-tests ideas to refine them. These paired intentions are observable via questioning, paraphrasing, counterexamples, and reframing—without relying on explicit agreement.","Guide the other to expand and clarify their reasoning by using open how/why prompts, reflective paraphrasing, and targeted requests for examples in a supportive tone that invites elaboration.","Strengthen the dialogue by respectfully introducing counterexamples and alternative frames to the other’s claims, signaling openness to revision while pressing for precision and consistency.","""Having intellectual experiences, conversations, discussing interesting topics""",Socratic Inquirer,Constructive Skeptic,"{'scenario_context': 'In a cooperative discussion session, [Agent 1] and [Agent 2] agree to examine a neutral case: a coworker who has missed several deadlines. Their shared aim is to have an engaging, intellectually satisfying conversation that clarifies how people attribute behavior to dispositional traits versus situational pressures. [Agent 1], as a Socratic Inquirer, will guide the exchange by asking open how/why questions, paraphrasing to check understanding, and requesting concrete examples to unpack claims. [Agent 2], as a Constructive Skeptic, will introduce respectful counterexamples and alternative frames, pressing for precision and consistency while signaling openness to revise. They have 15 minutes, no evaluative stake in judging the coworker, and have agreed on a supportive tone and clear turn-taking to keep the dialogue collaborative.', 'explanation': 'The setup aligns with an easy, cooperative level: both agents share a low-stakes goal—an enjoyable, thought-provoking exchange—and their individual methods complement each other. The topic directly engages attribution theory (dispositional vs. situational explanations), allowing [Agent 1] to elicit and clarify reasoning and [Agent 2] to test it with counterexamples. Explicit norms (supportive tone, timebox, turn-taking) reduce tension and make achieving both the shared and personal goals straightforward.'}"
"{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}",Cooperation,"Cooperation fits because both agents aim to align their interaction toward mutual support: one cultivates alignment and enthusiasm, the other assesses fit and reliability while sustaining a collaborative tone.","Elicit the other’s spontaneous use of enthusiastic, inclusive language by framing the project around shared values and reflecting their concerns constructively.","Gauge the advocate’s credibility and openness by using probing, clarification-seeking questions while keeping a respectful, cautiously supportive tone that encourages candid responses.","""Receiving support from others on projects I believe in""",Project Champion,Skeptical Collaborator,"{'scenario_context': '[Agent 1] (Project Champion) and [Agent 2] (Skeptical Collaborator) meet for a brief, informal huddle right after a cross-team showcase where a lightweight pilot idea received mild interest. Both have 15 minutes free. The immediate shared aim is to decide whether [Agent 2] will commit a small block of time next week to co-design a pilot and introduce it to their manager. [Agent 1] plans to frame the pilot around values both have voiced—reducing duplicated work and improving onboarding—while reflecting any concerns about scope, risk, and workload to invite a sense of ""we"" ownership. [Agent 2] intends to gauge [Agent 1]’s credibility and openness through clarifying questions on feasibility, success criteria, and stakeholder feedback, keeping a respectful, cautiously supportive tone that encourages candid responses. The context is low stakes, with a clear next step and mutual benefit, making cooperation straightforward.', 'explanation': 'This setup is easy because the decision is a limited, low-risk commitment toward a pilot that aligns with both agents’ stated priorities. Socially, there is minimal power asymmetry and a norm of constructive inquiry. Dispositionally, [Agent 1] is prosocial and inclusion-focused; [Agent 2] is conscientious and risk-aware. Attribution dynamics are primed: [Agent 1] reframes [Agent 2]’s skepticism as diligence and invites inclusive language to signal shared intent, while [Agent 2] uses probing questions to distinguish situational enthusiasm from stable credibility, all within a cooperative tone.'}"
"{'Abbreviation': 'Standing up for beliefs', 'Full label': '""Standing up for my beliefs""'}",Identity Recognition,Identity Recognition fits because standing up for beliefs centers on asserting and having the self-definition acknowledged during interaction.,"Assert their belief as a core part of self by using firm I-statements, correcting mischaracterizations, and declining to dilute the stance when pressed.",Uphold a belief in open critique by probing with curiosity-led questions while explicitly validating the right of the other person to hold their view and avoiding dismissive language.,"""Standing up for my beliefs""",Values Advocate,Respectful Skeptic,"{'scenario_context': ""[Agent 1] and [Agent 2] are part of a small community volunteer group discussing whether to accept sponsorship from a company whose practices conflict with [Agent 1]'s ethical stance. Before the group votes, they agree to a short, structured exchange to model respectful dialogue. The shared aim is to let each person stand up for their beliefs without derailing cooperation. [Agent 1], as the Values Advocate, intends to frame the stance as part of self-identity using clear I-statements, to correct any mischaracterizations that arise, and to avoid softening the position under pressure. [Agent 2], as the Respectful Skeptic, wants to preserve a culture of open critique by asking curiosity-led, clarifying questions, explicitly affirming [Agent 1]'s right to hold the view, and avoiding dismissive language. Both are motivated to keep the tone constructive so the group can make an informed decision."", 'explanation': ""This setup is easy-level: both agents are cooperative, share the goal of standing up for beliefs respectfully, and have agreed to ground rules. It foregrounds identity recognition, where [Agent 1] treats the belief as core to self, and [Agent 2] probes without challenging identity. It enables analysis of attributions: how [Agent 2] interprets [Agent 1]'s stance (disposition vs. situational concerns), and how validation and I-statements reduce defensive attributions and mischaracterizations, making both goals attainable.""}"
"{'Abbreviation': 'Others’ trust', 'Full label': '""Having others’ trust""'}",Relationship Building,Trust is central to relationship building. One agent aims to signal reliability through transparency and empathic responses; the other evaluates sincerity through calibrated probing and contingent warmth. Their roles (team lead and skeptical colleague) naturally structure this dynamic.,"Encourage the other’s willingness to rely on them by responding to doubts with calm transparency—acknowledging limits, reflecting the other’s concerns, and stating intentions without overpromising.","Assess the other’s sincerity by raising concrete risks and observing whether they admit uncertainty and address concerns directly, rewarding candor with a warmer, more collaborative tone.","""Having others’ trust""",Team lead,Skeptical colleague,"{'scenario_context': ""A brief one-on-one check-in is scheduled a week before a low-stakes internal pilot. [Agent 1] (team lead) aims to align with [Agent 2] (skeptical colleague) on responsibilities and risk posture for a small feature rollout. The shared goal is to establish enough mutual trust for [Agent 2] to rely on [Agent 1]'s coordination. [Agent 1] plans to acknowledge what is known and unknown, reference a recent minor schedule slip without defensiveness, reflect [Agent 2]'s concerns, and outline realistic next steps without overpromising. [Agent 2] intends to assess sincerity by raising concrete risks (data readiness, permission approvals, rollback coverage) and observing whether [Agent 1] admits uncertainty and addresses each point directly; if satisfied, [Agent 2] will move to a warmer, collaborative tone and agree on check-ins."", 'explanation': 'This is Easy because incentives are aligned and stakes are modest, making trust-building straightforward. The setup gives [Agent 1] a clear path to demonstrate calm transparency and realistic commitments, while [Agent 2] can probe specific risks and reward candor. It is psychologically grounded by centering attribution cues—responsibility-taking vs deflection, acknowledgment of limits vs overconfidence—that can quickly foster trust in a cooperative context.'}"
"{'Abbreviation': 'Feeling safe', 'Full label': '""Feeling safe and secure""'}",Relationship Maintenance,"Feeling safe and secure is sustained by responsive, trusting bonds. Relationship Maintenance fits because safety emerges from how partners validate, disclose, and respect boundaries. One agent’s dispositional caregiving and the other’s vigilant self-protection interact with situational cues to shape reassurance, openness, and boundary-setting in dialogue.","Reduce the other’s felt threat by steadily validating their emotions and using warm, nonjudgmental language that signals dependable support.","Gauge the other’s trustworthiness by sharing worries in a feeling-focused way and asserting boundaries if responses feel minimizing, staying open when responses feel attuned.","""Feeling safe and secure""",Reassuring caregiver,Vigilant confider,"{'scenario_context': 'During a planned evening check-in, [Agent 2] asks for dedicated time to talk about a recent spike in anxiety after an unsettling interaction at work. They agree to keep the focus on feelings and safety rather than solutions. [Agent 1] approaches as a steady base, intending to reflect emotions, validate concerns, and invite corrections if anything lands as minimizing. [Agent 2] intends to share specific worries to gauge [Agent 1]’s trustworthiness, watching for signs of attunement versus advice-giving, and calmly stating a boundary if needed while staying engaged when understanding is felt. Both aim to finish the conversation feeling safer, understood, and more connected.', 'explanation': 'The scene positions [Agent 1] as a reassuring caregiver and [Agent 2] as a vigilant confider with aligned, cooperative aims, fitting an easy difficulty. Structure (feeling focus, permission to correct, optional boundaries) minimizes friction and supports the shared goal of safety and security. It allows examination of attributions: [Agent 2] tests whether [Agent 1]’s validating responses indicate reliability (dispositional trustworthiness), while [Agent 1] treats [Agent 2]’s caution as understandable given recent stress (situational), promoting nondefensive support and rapid alignment.'}"
