base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Seeking equality', 'Full label': '""Being involved in seeking equality, brotherhood, equal opportunity for all""'}",Cooperation,"The shared goal of 'seeking equality, brotherhood, equal opportunity for all' aligns most closely with the 'Cooperation' category, as it inherently involves working together toward a common, prosocial objective. To create a dynamic interaction, the agents are assigned complementary roles and personal goals. The Advocate's goal is to persuade and inspire commitment, while the Skeptic's goal is to critically evaluate the plan's feasibility. This setup allows for an analysis of how dispositional optimism and pragmatism interact within a cooperative framework, driving a conversation that balances idealism with practical concerns.","To persuade the other agent to fully commit to a specific, actionable plan for promoting equality.",To critically evaluate the proposed plan's feasibility and ensure risks are mitigated before agreeing.,"""Being involved in seeking equality, brotherhood, equal opportunity for all""",Idealistic Advocate,Pragmatic Evaluator,"{'scenario_context': ""[Agent 1] and [Agent 2] are members of a university student union's diversity and inclusion committee. They are meeting in a quiet corner of the campus library to finalize the details for an upcoming 'Equality Week' – a series of events aimed at promoting understanding and equal opportunity for all students on campus. Their shared goal is to create a successful and impactful event. [Agent 1], the idealistic advocate, has drafted a detailed proposal for a new peer-mentorship program to be launched during the week and is eager to get it approved. [Agent 2], the pragmatic evaluator, has the proposal and is reviewing the logistical and budgetary requirements before the plan can be formally submitted to the committee for a vote."", 'explanation': ""This context establishes a simple, cooperative setting (a university committee) where both agents share the overarching goal of promoting equality through a specific event. Their individual goals are naturally integrated into this process: one agent is tasked with creating the plan (persuasion), and the other is tasked with reviewing it (evaluation). The low-stakes, collaborative environment of a student committee aligns with the 'Easy' difficulty, as there is no inherent high tension or major conflict, making the alignment of their goals readily attainable.""}"
"{'Abbreviation': 'Buying things', 'Full label': '""Buying things I want""'}",Cooperation,"The shared goal 'Buying things I want' involves two agents navigating a shopping scenario where they must balance individual desires with collaborative decision-making. The Cooperation category best fits this scenario as it focuses on agents working together toward a common objective while managing their individual preferences. Agent 1's personal goal focuses on asserting their preferences to influence the final choice, while Agent 2's goal centers on understanding and validating those preferences through active listening. The roles of 'Impulse Shopper' and 'Practical Advisor' create natural tension while allowing both agents to pursue the shared shopping goal.",To assert personal preferences strongly enough to sway the final purchasing decision,To understand and validate the other's preferences while guiding toward practical considerations,"""Buying things I want""",Impulse Shopper,Practical Advisor,"{'scenario_context': 'Two friends are browsing an electronics store together, looking at a new line of high-end headphones. They have a shared budget to spend on a joint purchase they will both use. [Agent 1] is immediately drawn to the most expensive, feature-rich model, captivated by its brand name and advanced specs. [Agent 2] is holding the product brochure, comparing the specifications and prices of several models in the lineup.', 'explanation': ""The context places the agents in a common cooperative scenario (shopping) with a clear shared goal (buying something they both want within a budget). It sets up the inherent tension between [Agent 1]'s impulsive desire for the premium item and [Agent 2]'s role as a practical advisor who must consider value and budget constraints. The difficulty is 'Easy' as their goals, while different, are not fundamentally opposed and can be resolved through straightforward discussion and compromise.""}"
"{'Abbreviation': 'Being free', 'Full label': '""Having freedom (being a free person)""'}",Identity Recognition,"The shared goal 'Having freedom (being a free person)' aligns most closely with the 'Identity Recognition' social goal category. This category focuses on individuals seeking acknowledgment, validation, or understanding of their self-concept, values, or autonomy—core aspects of personal freedom. The personal goals are designed to reflect distinct social intentions: one agent aims to assert their independence and have it validated, while the other seeks to understand the boundaries and meaning of that freedom to build trust. The roles ('Assertive Individualist' and 'Inquisitive Confidant') create a dynamic where one advocates for their autonomy while the other explores it through supportive inquiry, fostering a scenario ripe for attribution processes as each interprets the other's behavior through dispositional and situational lenses.",To assert one's own autonomy and have it recognized as valid by the other agent.,To understand the boundaries and motivations behind the other's desire for freedom to build a foundation of trust.,"""Having freedom (being a free person)""",Assertive Individualist,Inquisitive Confidant,"{'scenario_context': 'Two friends, [Agent 1] and [Agent 2], are having coffee at a quiet cafe. They have been discussing their upcoming summer plans. [Agent 1] has just announced a spontaneous decision to take a solo backpacking trip across the country, a significant departure from their usual routine. [Agent 2], who values their close friendship, is both surprised and curious about this sudden change.', 'explanation': ""The cafe provides a neutral, low-stakes environment conducive to an easy conversation. The shared goal of 'having freedom' is explored through [Agent 1]'s immediate act of asserting autonomy with their trip plans and [Agent 2]'s desire to understand this choice to maintain trust. Their goals are easily aligned as friends in a cooperative setting, making the difficulty level 'Easy'.""}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Identity Recognition,"The shared goal 'Engaging in religious traditions' involves collective participation in rituals and practices that reinforce group identity and spiritual connection. This aligns most closely with 'Identity Recognition' as the core social goal category, as religious traditions often serve to affirm and validate one's place within a faith community and to be seen by others as a genuine member. The personal goals are designed to reflect distinct motivations within this context: one agent seeks to establish their authentic belonging through the ritual, while the other aims to gauge and affirm the first agent's commitment, creating a dynamic where social validation is implicitly negotiated through their interaction.",To be perceived by the other as a genuine and committed member of the faith through their participation.,To assess the authenticity and depth of the other's faith based on their engagement with the tradition.,"""Engaging in religious traditions""",New Devotee,Established Elder,"{'scenario_context': '[Agent 1], a new devotee, and [Agent 2], an established elder, are preparing the community hall for a weekly prayer service. They are arranging prayer mats, setting out sacred texts, and ensuring the space is respectful and welcoming for the congregation. Their shared task is to complete these preparations efficiently and reverently.', 'explanation': ""The context places both agents in a cooperative, low-stakes task directly related to their shared goal of engaging in religious tradition. [Agent 1]'s personal goal is naturally served by demonstrating commitment through diligent physical work. [Agent 2]'s personal goal is facilitated by observing [Agent 1]'s actions and attitude during this preparatory ritual, allowing for an assessment of authenticity without direct confrontation, aligning with an 'Easy' difficulty level.""}"
"{'Abbreviation': 'Firm values', 'Full label': '""Having firm values""'}",Identity Recognition,"The shared goal 'Having firm values' is best aligned with the 'Identity Recognition' category, as it involves agents asserting, understanding, and negotiating their core beliefs and principles. This creates a scenario where dispositional traits and situational factors interact, as one agent (the Advocate) is motivated to persuade and align the other with their values, while the second agent (the Questioner) is driven to critically examine and understand the depth and consistency of those same values. Their personal goals are distinct, measurable through conversational behavior (e.g., persuasive language vs. probing questions), and reflect a fundamental social intention to influence and understand, respectively.",To persuade the other agent to adopt their value system as the correct one.,To critically examine the other agent's values for consistency and depth.,"""Having firm values""",Moral Advocate,Skeptical Inquirer,"{'scenario_context': ""Two agents are participating in a structured community ethics workshop where attendees are encouraged to discuss their personal values. They are seated at a small table in a quiet corner of the room, each having just finished writing a brief statement about their core principles. Their shared task is to have a constructive conversation that demonstrates firm values. [Agent 1], who has prepared a clear and passionate argument, seeks to persuade their partner. [Agent 2], having read their partner's statement, is ready to engage with it through a series of logical questions."", 'explanation': ""This context establishes a cooperative, low-stakes environment (Easy difficulty) where the shared goal of 'having firm values' is the explicit purpose of the workshop. The roles are naturally integrated: the Moral Advocate ([Agent 1]) is primed to advocate, and the Skeptical Inquirer ([Agent 2]) is primed to examine, both within the safe bounds of the exercise. Their individual goals are directly aligned with the workshop's intent, making them easily attainable through simple discussion.""}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"The shared goal 'Setting and following my own guidelines' involves individuals establishing personal autonomy and self-direction. This aligns most closely with 'Identity Recognition' as the core social goal category. This category focuses on an individual's desire to have their self-perceived identity, values, and autonomy acknowledged and validated by others. The scenario involves two agents with contrasting approaches to this shared pursuit: one seeks external validation for their self-defined path, while the other is motivated to understand and dissect the internal reasoning behind such self-guidelines. Their personal goals are designed to be interactionally measurable through their conversational behavior—Agent 1's need for validation will manifest in seeking agreement and positive feedback, while Agent 2's analytical nature will be evident through probing questions and a focus on logic.",To seek validation from the other agent that their self-defined guidelines are reasonable and worthy of respect.,To critically understand the rationale behind the other agent's self-guidelines by probing their underlying logic and assumptions.,"""Setting and following my own guidelines""",The Autonomy Seeker,The Logical Analyst,"{'scenario_context': '[Agent 1] and [Agent 2] are colleagues working together on a long-term project. During a casual coffee break, [Agent 1] shares a personal set of guidelines they have recently written for themselves to improve their work-life balance and personal productivity. [Agent 2], who is known for their analytical mind, listens with interest.', 'explanation': ""The context establishes a low-stakes, cooperative environment (Easy difficulty) where the shared goal of 'setting and following guidelines' naturally arises. [Agent 1]'s personal goal to seek validation is facilitated by them voluntarily sharing their guidelines. [Agent 2]'s role as a Logical Analyst is triggered by this sharing, setting up their goal to probe the rationale behind the rules. The coffee break provides a relaxed, realistic setting for this interpersonal exchange.""}"
"{'Abbreviation': 'Looking distinguished', 'Full label': '""Carrying myself well, looking distinguished""'}",Identity Recognition,"The shared goal 'Carrying myself well, looking distinguished' primarily concerns how individuals present themselves and wish to be perceived by others. This aligns most closely with the 'Identity Recognition' category, as it involves agents seeking validation, acknowledgment, or a specific impression of their social identity and personal qualities from their interaction partner.",To elicit compliments and validation from the other agent regarding their appearance and demeanor.,"To subtly challenge the other agent's projected image by offering measured, constructive feedback rather than outright praise.","""Carrying myself well, looking distinguished""",Image-Conscious Peer,Candid Confidant,"{'scenario_context': ""[Agent 1] and [Agent 2] are at a formal alumni networking event for their university. [Agent 1], who has taken great care with their attire and posture, approaches [Agent 2] near the refreshments. Their shared goal is to project a distinguished and polished image to their peers and potential connections. [Agent 1]'s personal goal is to receive direct compliments and validation for their appearance and sophisticated demeanor. [Agent 2]'s personal goal is to support their friend's confidence while offering subtle, constructive observations to help them appear more genuinely polished, rather than simply offering empty praise."", 'explanation': ""The alumni event provides a natural, low-stakes setting where projecting a distinguished image is a clear shared goal. The 'Easy' difficulty is maintained by framing the agents as peers with a fundamentally cooperative relationship; [Agent 2]'s goal to offer feedback is rooted in a desire to help, not to undermine, making the conflict between their goals mild and easily resolvable. The context is psychologically grounded as it taps into common social anxieties and the role of a confidant in managing self-presentation.""}"
"{'Abbreviation': 'Personal growth', 'Full label': '""Experiencing personal growth""'}",Identity Recognition,"The shared goal 'Experiencing personal growth' aligns with 'Identity Recognition' because personal growth often involves self-reflection, understanding one's evolving identity, and seeking validation or recognition of that growth from others. This category focuses on how individuals perceive and affirm each other's identities, which is central to the personal growth process.",To seek validation for their recent efforts and changes by steering the conversation toward topics that highlight their personal development.,To encourage self-reflection in the other by asking probing questions that challenge them to articulate their growth journey.,"""Experiencing personal growth""",Seeker of Validation,Reflective Guide,"{'scenario_context': 'Two friends, [Agent 1] and [Agent 2], are catching up over coffee at a quiet cafe. They have not seen each other for a few months, a period during which [Agent 1] has been actively working on self-improvement.', 'explanation': ""The context establishes a simple, cooperative, and low-stakes social interaction (Easy difficulty). The shared goal of 'experiencing personal growth' is naturally facilitated by the friends reconnecting. The cafe setting provides a neutral, comfortable space for a personal conversation. [Agent 1]'s role as the 'Seeker of Validation' is supported by their recent efforts and the natural desire to share news with a friend. [Agent 2]'s role as the 'Reflective Guide' is prompted by the context of catching up, which inherently involves asking questions about the other's life.""}"
"{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}",Relationship Maintenance,"The shared goal 'Having friends I love, close companionship' aligns most closely with Relationship Maintenance, as it focuses on preserving and deepening existing emotional bonds rather than initiating new ones. For this scenario, Agent 1's personal goal is to seek validation of their importance in the friendship, which manifests through conversational behaviors like fishing for compliments or reassurance. Agent 2's personal goal is to gently encourage emotional openness, demonstrated through supportive questioning and creating a safe space for vulnerability. Their roles—'The Needy Friend' and 'The Supportive Confidant'—complement these goals and create a dynamic where both dispositional traits and situational factors influence their interaction.",To seek validation that they are a valued and important part of the friendship,To gently encourage the other to open up emotionally and share deeper feelings,"""Having friends I love, close companionship""",The Needy Friend,The Supportive Confidant,"{'scenario_context': '[Agent 1] and [Agent 2] are close friends meeting for their regular coffee date at a quiet, familiar cafe. The shared goal for both is to maintain and nurture their valued friendship through companionship. [Agent 1], feeling insecure, has come to the meeting hoping to receive explicit reassurance from [Agent 2] that they are a cherished and important friend. [Agent 2], who is perceptive and caring, has noticed [Agent 1] has been somewhat distant lately and hopes to create a safe, comfortable space for them to share their feelings and deepen their emotional connection.', 'explanation': ""This context establishes a simple, cooperative setting (an easy, familiar meeting) where both agents' individual goals are naturally aligned with the shared relationship goal. [Agent 1]'s need for validation is a clear expression of their role, while [Agent 2]'s goal to encourage openness fits their supportive role, creating a straightforward dynamic for the subsequent conversation.""}"
"{'Abbreviation': 'Stable family life', 'Full label': '""Having a stable, secure family life (with my spouse or children, or both)""'}",Relationship Maintenance,"The shared goal 'Having a stable, secure family life' is fundamentally about maintaining and nurturing the family unit. Relationship Maintenance is the most fitting category as it directly involves actions and interactions aimed at preserving harmony, security, and the emotional bonds within established relationships, such as those between spouses or parents and children.","To reassure the other agent of their commitment and reliability, fostering a sense of safety and trust within the relationship.","To seek validation and emotional confirmation from the other agent, ensuring their needs and contributions are acknowledged and valued.","""Having a stable, secure family life (with my spouse or children, or both)""",The Stabilizer,The Validator,"{'scenario_context': '[Agent 1] and [Agent 2] are a couple sitting together on their living room couch on a quiet Sunday evening. They have just finished watching a movie and are discussing their upcoming week. Their shared goal is to maintain the stable, secure family life they have built together. [Agent 1], feeling the need to provide reassurance, begins to talk about their reliable plans for the week. [Agent 2], seeking emotional confirmation, listens intently, hoping their feelings of dedication to the household are seen and appreciated.', 'explanation': ""This context establishes a simple, cooperative setting (Easy difficulty) where the shared goal of relationship maintenance is naturally pursued. The calm, domestic environment facilitates open communication. [Agent 1]'s personal goal to reassure is easily initiated by discussing reliable plans, while [Agent 2]'s goal to seek validation is triggered by the conversation, creating a direct and attainable alignment for both individual and shared goals.""}"
