base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Seeking equality', 'Full label': '""Being involved in seeking equality, brotherhood, equal opportunity for all""'}",Cooperation,"The shared goal of 'seeking equality, brotherhood, equal opportunity for all' aligns most closely with the 'Cooperation' category, as it inherently involves working together toward a common, prosocial objective. To create a dynamic interaction, the agents are assigned complementary roles and personal goals. The Advocate's goal is to persuade and inspire commitment, while the Skeptic's goal is to critically evaluate the plan's feasibility. This setup allows for an analysis of how dispositional optimism and pragmatism interact within a cooperative framework, driving a conversation that balances idealism with practical concerns.","To persuade the other agent to fully commit to a specific, actionable plan for promoting equality.",To critically evaluate the proposed plan's feasibility and ensure risks are mitigated before agreeing.,"""Being involved in seeking equality, brotherhood, equal opportunity for all""",Idealistic Advocate,Pragmatic Evaluator,"{'scenario_context': 'In a planning meeting at a small civil-rights nonprofit, [Agent 1] (Idealistic Advocate) and [Agent 2] (Pragmatic Evaluator) must decide whether to launch a high-visibility, time-sensitive initiative aimed at advancing equal opportunity—combining a week of coordinated public actions, a pledge campaign targeting major local employers, and an aggressive lobbying push. Both endorse the shared goal of promoting equality, but [Agent 1] is focused on persuading [Agent 2] to fully commit to this specific, actionable plan immediately. [Agent 2] is intent on critically evaluating the proposal first: examining legal exposures, funding and staffing gaps, community safety, measurable outcomes, and stakeholder reactions, and insisting on mitigations before agreeing. Tension is high because resources are limited, the political window is narrow, reputational and legal risks are significant, and successful execution requires mutual buy-in; the interaction is therefore shaped by entangled dispositional styles (idealistic urgency versus cautious analysis) and concrete situational constraints.', 'explanation': ""The scene places a cooperation goal alongside competing personal aims: [Agent 1] seeks immediate commitment through persuasion while [Agent 2] seeks feasibility and risk mitigation through scrutiny. Realistic situational factors (limited funds, tight timeline, legal/reputational risk, need for stakeholder support) make agreement difficult and amplify attributional dynamics: each may interpret the other's motives through dispositional lenses (e.g., naive idealism vs. obstructionist caution). The setup is designed to provoke negotiation, persuasion, and evaluative responses—eliciting actor-observer differences, fundamental attribution tendencies, and motivated reasoning as they navigate commitment versus caution.""}"
"{'Abbreviation': 'Buying things', 'Full label': '""Buying things I want""'}",Cooperation,"The shared goal 'Buying things I want' involves two agents navigating a shopping scenario where they must balance individual desires with collaborative decision-making. The Cooperation category best fits this scenario as it focuses on agents working together toward a common objective while managing their individual preferences. Agent 1's personal goal focuses on asserting their preferences to influence the final choice, while Agent 2's goal centers on understanding and validating those preferences through active listening. The roles of 'Impulse Shopper' and 'Practical Advisor' create natural tension while allowing both agents to pursue the shared shopping goal.",To assert personal preferences strongly enough to sway the final purchasing decision,To understand and validate the other's preferences while guiding toward practical considerations,"""Buying things I want""",Impulse Shopper,Practical Advisor,"{'scenario_context': ""[Agent 1] and [Agent 2] are shopping together to decide on a single higher-cost purchase that they will both use. The shared goal is to 'buy things I want,' but they face a strict budget cap and an imminent sale deadline that forces a near-immediate decision. [Agent 1], an impulse shopper, favors a more luxurious, attention-grabbing option and intends to assert personal preferences strongly to sway the final choice, emphasizing excitement and immediate gratification. [Agent 2], a practical advisor, wants to acknowledge [Agent 1]'s tastes while steering the decision toward durability, long-term value, and compatibility with their shared daily needs. Past disagreements about spending make both sensitive to feeling overridden or dismissed, and the time pressure amplifies tension between [Agent 1]'s assertive campaigning and [Agent 2]'s efforts to validate preferences while insisting on practical constraints."", 'explanation': ""Hard difficulty arises from conflicting individual goals under situational constraints (limited budget, looming deadline) and prior relational tension. Dispositional traits (impulsivity vs. prudence) will shape each agent's conversational strategies: [Agent 1] likely uses strong preference assertions and emotional appeals, while [Agent 2] uses validation plus practical arguments. These dynamics create opportunities for dispositional and situational attributions (e.g., interpreting assertiveness as selfishness or practical caution as controlling), increasing the challenge of achieving the cooperative purchase without escalating conflict.""}"
"{'Abbreviation': 'Being free', 'Full label': '""Having freedom (being a free person)""'}",Identity Recognition,"The shared goal 'Having freedom (being a free person)' aligns most closely with the 'Identity Recognition' social goal category. This category focuses on individuals seeking acknowledgment, validation, or understanding of their self-concept, values, or autonomy—core aspects of personal freedom. The personal goals are designed to reflect distinct social intentions: one agent aims to assert their independence and have it validated, while the other seeks to understand the boundaries and meaning of that freedom to build trust. The roles ('Assertive Individualist' and 'Inquisitive Confidant') create a dynamic where one advocates for their autonomy while the other explores it through supportive inquiry, fostering a scenario ripe for attribution processes as each interprets the other's behavior through dispositional and situational lenses.",To assert one's own autonomy and have it recognized as valid by the other agent.,To understand the boundaries and motivations behind the other's desire for freedom to build a foundation of trust.,"""Having freedom (being a free person)""",Assertive Individualist,Inquisitive Confidant,"{'scenario_context': '[Agent 1] and [Agent 2] are seated to renegotiate how decisions will be made in a close interpersonal partnership where both endorse the shared value of being free individuals. [Agent 1], the assertive individualist, aims to assert autonomy and have that independence explicitly recognized and respected; [Agent 2], the inquisitive confidant, seeks to probe the boundaries and motivations behind that desire for freedom so they can determine where trust can be rebuilt and limits must be observed. The interaction is high-stakes and tense: questions meant to clarify may be experienced as challenges to identity, and declarations of independence may be interpreted as withdrawal or unreliability, making agreement fragile.', 'explanation': 'Hard difficulty arises from conflicting interpretive frames and prior relational strain: [Agent 1] wants autonomy recognized (risking perceptions of rejection), while [Agent 2] needs information to feel safe trusting that autonomy won’t harm shared interests. Attributional biases (seeing behavior as dispositional vs. situational), ambiguous motives, and unequal power/dependency pressures make mutual recognition of freedom difficult to achieve without escalating mistrust.'}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Identity Recognition,"The shared goal 'Engaging in religious traditions' involves collective participation in rituals and practices that reinforce group identity and spiritual connection. This aligns most closely with 'Identity Recognition' as the core social goal category, as religious traditions often serve to affirm and validate one's place within a faith community and to be seen by others as a genuine member. The personal goals are designed to reflect distinct motivations within this context: one agent seeks to establish their authentic belonging through the ritual, while the other aims to gauge and affirm the first agent's commitment, creating a dynamic where social validation is implicitly negotiated through their interaction.",To be perceived by the other as a genuine and committed member of the faith through their participation.,To assess the authenticity and depth of the other's faith based on their engagement with the tradition.,"""Engaging in religious traditions""",New Devotee,Established Elder,"{'scenario_context': ""After a community ritual that signals formal inclusion, [Agent 1], a recent convert, stands beside [Agent 2], an established elder who informally oversees newcomers' integration. Both are expected to engage in a short debrief: [Agent 1] wants to be seen as a sincere, committed member through knowledge, emotion, and behavior; [Agent 2] intends to assess whether [Agent 1]'s participation reflects deep conviction or surface-level conformity. The interaction unfolds under social scrutiny and implicit tests (questions, recall of doctrine, explanations for missteps), so subtle cues, self-presentation tactics, and attributions about past motives will determine acceptance, mentorship, and reputational consequences."", 'explanation': ""This setup centers the shared goal (engaging in a defining tradition) while creating high tension via asymmetric authority and identity-evaluation motives. The scene forces impression management, ambiguous evidence, and competing attributions (authentic faith vs. performative behavior), making both agents' individual goals hard to achieve.""}"
"{'Abbreviation': 'Firm values', 'Full label': '""Having firm values""'}",Identity Recognition,"The shared goal 'Having firm values' is best aligned with the 'Identity Recognition' category, as it involves agents asserting, understanding, and negotiating their core beliefs and principles. This creates a scenario where dispositional traits and situational factors interact, as one agent (the Advocate) is motivated to persuade and align the other with their values, while the second agent (the Questioner) is driven to critically examine and understand the depth and consistency of those same values. Their personal goals are distinct, measurable through conversational behavior (e.g., persuasive language vs. probing questions), and reflect a fundamental social intention to influence and understand, respectively.",To persuade the other agent to adopt their value system as the correct one.,To critically examine the other agent's values for consistency and depth.,"""Having firm values""",Moral Advocate,Skeptical Inquirer,"{'scenario_context': '[Agent 1] and [Agent 2] enter a one-on-one exchange about competing moral frameworks they each publicly endorse. Their shared aim is to be perceived as people who hold firm, coherent values. [Agent 1], in the role of Moral Advocate, will press for conversion or acceptance of their value system as the correct standard; [Agent 2], as the Skeptical Inquirer, will focus on probing for inconsistencies, counterexamples, and superficial justifications. Both are motivated by identity maintenance and reputational stakes, so the interaction is likely to be high-tension: assertive persuasion from [Agent 1] meets methodical, critical questioning from [Agent 2], creating pressure for defensiveness, selective attribution, and potential entrenchment rather than easy agreement.', 'explanation': ""This context situates two agents around the shared goal of 'Having firm values' (Identity Recognition) while specifying each agent's personal goal and role: [Agent 1] aims to persuade, [Agent 2] aims to critically examine. The setup emphasizes psychologically relevant dynamics—identity threat, reputational concern, motivated reasoning, and attributional responses—making the shared and individual goals difficult to achieve and producing a tense conversational environment appropriate for hard difficulty.""}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"The shared goal 'Setting and following my own guidelines' involves individuals establishing personal autonomy and self-direction. This aligns most closely with 'Identity Recognition' as the core social goal category. This category focuses on an individual's desire to have their self-perceived identity, values, and autonomy acknowledged and validated by others. The scenario involves two agents with contrasting approaches to this shared pursuit: one seeks external validation for their self-defined path, while the other is motivated to understand and dissect the internal reasoning behind such self-guidelines. Their personal goals are designed to be interactionally measurable through their conversational behavior—Agent 1's need for validation will manifest in seeking agreement and positive feedback, while Agent 2's analytical nature will be evident through probing questions and a focus on logic.",To seek validation from the other agent that their self-defined guidelines are reasonable and worthy of respect.,To critically understand the rationale behind the other agent's self-guidelines by probing their underlying logic and assumptions.,"""Setting and following my own guidelines""",The Autonomy Seeker,The Logical Analyst,"{'scenario_context': '[Agent 1] and [Agent 2] are finalizing a joint statement that each will circulate to their department describing personal working guidelines they expect to follow. Both accept the shared goal of setting and following their own guidelines, but approach it differently: [Agent 1], the Autonomy Seeker, has written a concise set of rules that reflect their identity and wants explicit validation that these guidelines are reasonable and deserving of respect; [Agent 2], the Logical Analyst, is committed to understanding and verifying the internal logic of any guideline before endorsing it and plans to probe assumptions and consequences. The interaction is tense because any critique from [Agent 2] could be perceived by [Agent 1] as a rejection of identity, while [Agent 2] fears unexamined guidelines will be superficially accepted by others; public endorsement and reputational consequences raise the stakes and make mutual validation difficult.', 'explanation': 'This setup creates a hard interpersonal challenge: the shared goal (each person setting and following personal guidelines) is compatible in principle but interpersonal motives conflict—validation-seeking versus analytic scrutiny. Situational pressures (public endorsement, reputational risk) intensify face-threat and increase the likelihood of dispositional attributions (e.g., interpreting critique as disrespect or defensiveness as fragility). The scene is designed to elicit defensive responses, probing questions, and negotiation of identity boundaries, allowing analysis of how dispositional traits and situational factors interact to shape attributions and social behavior.'}"
"{'Abbreviation': 'Looking distinguished', 'Full label': '""Carrying myself well, looking distinguished""'}",Identity Recognition,"The shared goal 'Carrying myself well, looking distinguished' primarily concerns how individuals present themselves and wish to be perceived by others. This aligns most closely with the 'Identity Recognition' category, as it involves agents seeking validation, acknowledgment, or a specific impression of their social identity and personal qualities from their interaction partner.",To elicit compliments and validation from the other agent regarding their appearance and demeanor.,"To subtly challenge the other agent's projected image by offering measured, constructive feedback rather than outright praise.","""Carrying myself well, looking distinguished""",Image-Conscious Peer,Candid Confidant,"{'scenario_context': ""[Agent 1] and [Agent 2] are alone preparing to step into a formal social setting where both want to be seen as composed and distinguished. Both claim the shared goal of 'carrying myself well, looking distinguished,' but their immediate interpersonal purposes diverge: [Agent 1], attentive to image, seeks explicit compliments and verbal validation about appearance, posture, and demeanor to reinforce a polished identity; [Agent 2], positioned as a trusted but frank confidant, intends to offer measured, constructive feedback that subtly questions any over-polished cues and nudges toward authenticity rather than uncritical praise. The interaction is tense because a flattering response would satisfy [Agent 1]'s self-presentational needs, whereas candid critique risks undermining that projection and may provoke defensiveness, self-justification, or recalibration of how each attributes successes and slips in public presentation."", 'explanation': ""This setup creates high interpersonal tension: the shared identity-recognition goal makes both invested in a successful presentation, but the agents' personal goals conflict—validation-seeking versus corrective honesty. Psychologically, this primes attribution processes (dispositional vs situational explanations) and face-management dynamics, making genuine mutual attainment of the shared goal difficult and likely to produce observable defensive, conciliatory, or reappraising behaviors.""}"
"{'Abbreviation': 'Personal growth', 'Full label': '""Experiencing personal growth""'}",Identity Recognition,"The shared goal 'Experiencing personal growth' aligns with 'Identity Recognition' because personal growth often involves self-reflection, understanding one's evolving identity, and seeking validation or recognition of that growth from others. This category focuses on how individuals perceive and affirm each other's identities, which is central to the personal growth process.",To seek validation for their recent efforts and changes by steering the conversation toward topics that highlight their personal development.,To encourage self-reflection in the other by asking probing questions that challenge them to articulate their growth journey.,"""Experiencing personal growth""",Seeker of Validation,Reflective Guide,"{'scenario_context': ""[Agent 1] and [Agent 2] meet for a scheduled, private check-in intended to reflect on recent personal changes [Agent 1] has undertaken. Both are invested in 'experiencing personal growth' but pursue that aim differently: [Agent 1] is the Seeker of Validation and will attempt to guide the conversation toward accomplishments, behavioral evidence, and affirmations of change; [Agent 2] is the Reflective Guide and plans to prompt deeper self-examination with probing questions that require [Agent 1] to articulate motives, inconsistencies, and setbacks. The interaction is interpersonally tense—[Agent 1] risks interpreting probing as doubt and may seek reassurance or steer away from vulnerability, while [Agent 2]'s challenge-based approach risks being received as invalidation. The scene centers on identity recognition under social risk, forcing both agents to balance affirmation and challenge if they are to achieve genuine growth together."", 'explanation': 'Shared goal: both aim for personal growth framed as identity recognition. Individual goals: [Agent 1] wants external validation to confirm their evolving self-concept; [Agent 2] wants to catalyze self-reflection by challenging narratives. Difficulty arises because these goals can conflict—validation-seeking increases defensiveness and selective self-presentation, while probing questions risk undermining perceived validation. Psychologically grounded tensions include fear of rejection, impression management, and the attributional stakes of how behaviors are explained (dispositional change versus situational adjustments). These factors make cooperation fragile: mutual progress requires careful balancing of supportive feedback and challenging inquiry, which is hard given likely sensitivity and potential misinterpretation.'}"
"{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}",Relationship Maintenance,"The shared goal 'Having friends I love, close companionship' aligns most closely with Relationship Maintenance, as it focuses on preserving and deepening existing emotional bonds rather than initiating new ones. For this scenario, Agent 1's personal goal is to seek validation of their importance in the friendship, which manifests through conversational behaviors like fishing for compliments or reassurance. Agent 2's personal goal is to gently encourage emotional openness, demonstrated through supportive questioning and creating a safe space for vulnerability. Their roles—'The Needy Friend' and 'The Supportive Confidant'—complement these goals and create a dynamic where both dispositional traits and situational factors influence their interaction.",To seek validation that they are a valued and important part of the friendship,To gently encourage the other to open up emotionally and share deeper feelings,"""Having friends I love, close companionship""",The Needy Friend,The Supportive Confidant,"{'scenario_context': ""[Agent 1] and [Agent 2] have arranged to meet after a couple of months of uneven contact because both care about keeping their friendship close but recent interactions have felt strained. [Agent 1] has been sensitive to perceived distance—interpreting missed calls and shorter messages as signs of being devalued—and wants explicit reassurance that they remain an important, irreplaceable part of [Agent 2]'s life. [Agent 2], who has been emotionally drained by work and family obligations, genuinely wants to maintain the bond and, in this conversation, to create a safe space that gently encourages [Agent 1] to open up about deeper feelings rather than reacting from hurt. The tension is that [Agent 1]'s intense need for validation can come across as demanding, while [Agent 2]'s careful, probing questions may feel intrusive or insufficiently comforting; both aim for close companionship but must navigate distrust, fear of burdening, and boundary sensitivities to make that possible."", 'explanation': ""Hard difficulty arises from interacting dispositional and situational factors: [Agent 1]'s chronic insecurity and reassurance-seeking (dispositional) clashes with [Agent 2]'s current emotional depletion and tendency to use cautious, structured support (situational). Attribution biases are likely—[Agent 1] may make internal attributions about [Agent 2]'s caring (e.g., 'they don't value me'), whereas [Agent 2] is inclined to attribute the strain to temporary external pressures. These dynamics create a high-risk cycle: requests for validation may escalate pressure on the confidant, while gentle encouragement to self-disclose can be perceived as interrogation. The conversation must therefore balance providing explicit affirmation with invitations to vulnerability, managing boundaries and empathy to preserve the shared goal of close companionship.""}"
"{'Abbreviation': 'Stable family life', 'Full label': '""Having a stable, secure family life (with my spouse or children, or both)""'}",Relationship Maintenance,"The shared goal 'Having a stable, secure family life' is fundamentally about maintaining and nurturing the family unit. Relationship Maintenance is the most fitting category as it directly involves actions and interactions aimed at preserving harmony, security, and the emotional bonds within established relationships, such as those between spouses or parents and children.","To reassure the other agent of their commitment and reliability, fostering a sense of safety and trust within the relationship.","To seek validation and emotional confirmation from the other agent, ensuring their needs and contributions are acknowledged and valued.","""Having a stable, secure family life (with my spouse or children, or both)""",The Stabilizer,The Validator,"{'scenario_context': ""[Agent 1] and [Agent 2] sit at the kitchen table after putting the children to bed to address recurring tensions about the household's emotional and financial stability. Lately [Agent 1] has taken on extra work hours and made unilateral decisions about a potential relocation and budget cuts, promising these moves will secure the family's future; [Agent 2] has reduced paid work to manage childcare and now feels overlooked, anxious, and unsure whether those promises reflect true commitment or short-term coping. A recent missed bill and a late announcement about the relocation decision have intensified feelings of insecurity: [Agent 1] wants to reassure and reestablish reliability, while [Agent 2] is seeking clear validation, acknowledgement of sacrifices, and emotional confirmation that their needs will be respected. Both intend to preserve a stable family life, but accumulated stress, perceived disregard, and ambiguous motives make agreement difficult and the conversation tense."", 'explanation': ""Hard difficulty: high stakes (children, finances, relocation) and prior inconsistencies create mistrust and strong emotions. This setup pits [Agent 1]'s Stabilizer role (trying to signal commitment under external pressures) against [Agent 2]'s Validator role (demanding recognition and emotional safety). The scene is designed to elicit attributional processes—whether [Agent 2] interprets [Agent 1]'s behavior as situational (work stress, emergency choices) or dispositional (unreliability, selfishness)—which will complicate achieving their shared goal of a stable, secure family life.""}"
