base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Content with myself', 'Full label': '""Being happy , content with myself , having inner harmony , freedom from inner conflict""'}",Relationship Building,"Given the shared goal of achieving inner harmony and happiness, the most suitable social goal category is 'Relationship Building'. This category focuses on fostering connections and understanding between individuals, which aligns well with the shared goal. By building a strong relationship, agents can support each other in finding contentment and resolving inner conflicts.",To seek emotional support and validation from the other agent to feel more secure and content.,To provide encouragement and perspective to help the other agent achieve inner harmony.,"""Being happy , content with myself , having inner harmony , freedom from inner conflict""",Seeker,Guide,"{'scenario_context': ""[Agent 1] and [Agent 2] find themselves in a secluded rooftop garden late at night, surrounded by the glow of distant city lights. Beneath the calm exterior, [Agent 1] struggles with deep-seated insecurities and unresolved emotional turmoil, seeking validation and relief from their persistent inner conflict. [Agent 2], though empathetic, carries their own burdens—past failures as a mentor that weigh heavily on their sense of purpose. Their mutual goal of attaining inner harmony is overshadowed by [Agent 1]'s desperation for immediate reassurance and [Agent 2]'s fear of repeating past mistakes. The tension is palpable; while [Agent 1] craves emotional rescue, [Agent 2] hesitates, torn between offering comfort and protecting their own fragile emotional balance."", 'explanation': 'The scenario heightens difficulty by embedding conflicting emotional vulnerabilities (‘hard’ tier). The rooftop setting and nighttime backdrop amplify isolation, forcing confrontation. [Agent 1]’s neediness clashes with [Agent 2]’s self-doubt, making validation and guidance unstable despite their shared pursuit of harmony. Past failures (implied in [Agent 2]’s backstory) raise stakes, as repeated disappointment threatens their relational dynamic.'}"
"{'Abbreviation': 'Exploring', 'Full label': '""Seeking new things , exploring , being adventurous""'}",Cooperation,"The chosen social goal category 'Cooperation' aligns well with the shared goal of 'Seeking new things, exploring, being adventurous' as it involves agents working together to achieve mutual objectives while maintaining their individual motivations. This setup allows us to study how dispositional traits and situational factors influence collaborative behavior.",Discover hidden or lesser-known aspects of the adventure location to enhance personal knowledge and share findings.,"Ensure the adventure proceeds safely and efficiently, balancing risk-taking with practical considerations.","""Seeking new things , exploring , being adventurous""",Explorer,Guide,"{'scenario_context': '[Agent 1] and [Agent 2] are deep in a remote rainforest canopy, navigating an uncharted section known for its biodiversity but also hidden dangers like unstable terrain and venomous wildlife. Their shared goal is to explore this area thoroughly, seeking rare flora and fauna while documenting findings. [Agent 1], the Explorer, is eager to venture off-trail and uncover undocumented species or hidden caves, prioritizing discovery despite potential risks. Meanwhile, [Agent 2], the Guide, insists on sticking to safer paths and assessing risks thoroughly before proceeding, prioritizing safety and efficiency over unchecked exploration. The dense jungle, limited daylight, and unpredictable conditions heighten tensions between their approaches.', 'explanation': 'The scenario sets up a hard-difficulty conflict by placing the agents in a high-stakes, unpredictable environment where their goals inherently clash—[Agent 1] seeks unrestrained discovery, while [Agent 2] emphasizes caution. The environmental pressures amplify these differences, making cooperation challenging.'}"
"{'Abbreviation': 'Being likeable', 'Full label': '""Being likeable , making friends , drawing others near""'}",Relationship Building,"The chosen social goal category 'Relationship Building' aligns most closely with the shared goal of 'Being likeable, making friends, drawing others near'. This category focuses on establishing and nurturing interpersonal connections, which is essential for achieving the shared goal.",To find common interests with the other agent to establish a strong initial connection.,To demonstrate warmth and openness to encourage trust and comfort in the interaction.,"""Being likeable , making friends , drawing others near""",The Connector – Focused on identifying and highlighting shared interests to foster rapport.,The Welcomer – Aimed at creating a friendly and inviting atmosphere to make the other agent feel at ease.,"{'scenario_context': '[Agent 1] and [Agent 2] are attending a high-stakes networking event where first impressions are critical for professional advancement. The atmosphere is tense, as many attendees are competing for the same limited opportunities. [Agent 1], aiming to establish a strong initial connection, notices subtle cues suggesting [Agent 2] might share an interest in niche hobby, but [Agent 2] appears guarded and distracted, likely due to prior unsuccessful interactions earlier in the evening. Meanwhile, [Agent 2] strives to appear warm and open despite feeling socially drained, fearing another superficial exchange. Both agents must navigate these challenges to achieve their shared goal of building genuine rapport.', 'explanation': ""This scenario introduces psychological tension by placing the agents in a competitive, high-pressure environment while embedding mismatched emotional states (fatigue vs. eagerness) and guardedness vs. pursuit of connection. The difficulty arises from balancing personal goals (finding authentic common ground vs. projecting approachability) against situational stressors—making 'Hard' attribution dynamics likely.""}"
"{'Abbreviation': 'Pursuing ideals', 'Full label': '""Pursuing my ideals , fighting for things I believe in""'}",Conflict Resolution,"The shared goal 'Pursuing my ideals, fighting for things I believe in' aligns well with the social goal category of 'Conflict Resolution' because it involves navigating differing beliefs and motivations to achieve mutual ideals. This scenario allows for exploration of how dispositional traits and situational factors interact when agents must reconcile their personal goals with a shared commitment to their ideals.","Convince the other agent to adopt their specific approach to achieving the shared ideal, demonstrating its superiority.","Ensure that the shared ideal is pursued in a way that aligns with their core values, even if it requires compromise.","""Pursuing my ideals , fighting for things I believe in""",Advocate,Mediator,"{'scenario_context': 'Two colleagues, [Agent 1] and [Agent 2], are part of a grassroots organization advocating for environmental conservation. They have been tasked with developing a strategy to oppose a new industrial project threatening a local ecosystem. [Agent 1], an Advocate, believes in direct, confrontational tactics such as protests and legal challenges to halt the project forcefully. [Agent 2], a Mediator, prefers collaborative negotiations with stakeholders to find sustainable compromises without escalating tensions. Both are deeply committed to protecting the environment but clash over the best approach.', 'explanation': ""A high-tension scenario is crafted where ideological alignment exists (environmental conservation), but methods diverge sharply. Conflicts arise from differing core values—[Agent 1] prioritizes urgency/moral purity, while [Agent 2] values pragmatism/long-term harmony. The 'Hard' difficulty stems from balancing idealism with feasibility, demanding nuanced persuasion.""}"
"{'Abbreviation': 'Nutrition', 'Full label': '""Being physiologically healthy , maintaining a healthy weight , eating nutritious foods""'}",Relationship Maintenance,"To investigate attribution theory in social psychology, we selected 'Relationship Maintenance' as the social goal category for the shared goal of maintaining physiological health. This choice allows us to explore how agents with distinct personal goals and roles interact to sustain their relationship while pursuing health objectives.",Motivate the other agent to adhere to a consistent exercise routine by providing emotional support and accountability.,Share knowledge about nutritious meal planning to ensure both agents maintain a balanced diet.,"""Being physiologically healthy , maintaining a healthy weight , eating nutritious foods""",Supportive Fitness Partner,Nutritional Advisor,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends who have recently committed to improving their health together. They meet weekly at a local park to combine workouts and meal-planning discussions. Today, [Agent 1] arrives frustrated because [Agent 2] has skipped their last three scheduled workouts, citing work stress. Meanwhile, [Agent 2] feels overwhelmed by [Agent 1]'s strict exercise expectations and believes their focus on fitness is overshadowing the importance of balanced nutrition—their area of expertise. Both agents want to support each other's health but have conflicting priorities and growing resentment."", 'explanation': ""The scenario introduces tension by creating opposing interpretations of 'health' (exercise vs. nutrition) alongside lapses in commitment (missed workouts). This tests attributional processes—will [Agent 1] attribute the missed workouts to laziness (dispositional) or stress (situational)? Will [Agent 2] perceive [Agent 1]'s persistence as caring or controlling? The 'Hard' difficulty emerges from emotional stakes (friendship), goal misalignment, and pre-existing frustration.""}"
"{'Abbreviation': 'Stable family life', 'Full label': '""Having a stable , secure family life (with my spouse or children , or both)""'}",Relationship Maintenance,We selected 'Relationship Maintenance' as the social goal category because maintaining a stable and secure family life inherently involves continuous effort to nurture and sustain healthy relationships among family members. This aligns well with the shared goal of having a stable family life.,To ensure emotional closeness and open communication with my spouse by regularly expressing appreciation and addressing concerns.,To create a structured and predictable home environment that fosters security and reduces conflicts.,"""Having a stable , secure family life (with my spouse or children , or both)""",Emotional Caregiver (focused on emotional bonding and intimacy),Practical Provider (focused on stability through routines and conflict avoidance),"{'scenario_context': ""[Agent 1] and [Agent 2], a married couple, have recently moved to a new city due to [Agent 2]'s demanding work schedule, which requires long hours and frequent travel. The relocation has disrupted their previous routines, leaving [Agent 1] feeling emotionally disconnected due to the lack of quality time together. Meanwhile, [Agent 2] is overwhelmed by the pressure of providing financial stability and is struggling to establish new routines to create predictability at home. Tensions rise when [Agent 1] expresses frustration about [Agent 2]'s unavailability, while [Agent 2] feels unappreciated for their efforts to maintain a structured home environment despite their busy schedule. Their shared goal of maintaining a stable, secure family life is challenged by these conflicting emotional and practical needs."", 'explanation': ""The context introduces high tension through external stressors like relocation and work pressure, while contrasting [Agent 1]'s emotional closeness goal with [Agent 2]'s stability goal creates friction. The difficulty arises from situational pressures exacerbating preexisting role differences.""}"
"{'Abbreviation': 'Learning art', 'Full label': '""Learning more about art""'}",Information Acquisition,"To explore attribution theory in the context of learning about art, we chose 'Information Acquisition' as the social goal category. This allows us to study how dispositional traits (e.g., curiosity vs. expertise-seeking) and situational factors (e.g., roles of teacher and student) influence agents' interpretations of each other's behavior during knowledge exchange.",To acquire practical techniques for interpreting abstract art by asking specific questions,To systematically organize and communicate historical contexts of different art movements,"""Learning more about art""",Art Student (novice seeking hands-on guidance),Art Historian (knowledgeable mentor),"{'scenario_context': ""In a prestigious art museum’s private study room, [Agent 1], an art student overwhelmed by the ambiguity of abstract art, seeks direct, actionable techniques to interpret such works ahead of an impending critique session. Meanwhile, [Agent 2], a meticulous art historian, insists on a structured lecture-style approach focusing on the chronology and socio-political influences behind art movements, dismissing practical interpretation as 'superficial'. The museum’s limited access to rare archival materials—available only during this session—heightens the urgency for both: [Agent 1] fears failing their critique without concrete skills, while [Agent 2] is under institutional pressure to produce a publishable historical framework. Their conflicting methodologies and high-stakes deadlines create friction."", 'explanation': ""The scenario introduces tension by contrasting [Agent 1]’s immediate need for practical guidance with [Agent 2]’s rigid adherence to theoretical rigor, compounded by external pressures (critique deadline/publishing requirement) and scarce resources (limited archival access). This 'Hard' difficulty ensures goals are inherently misaligned yet interdependent—needing collaboration despite conflicting approaches.""}"
"{'Abbreviation': 'Being honest', 'Full label': '""Being honest , loyal , respectful , courteous , considerate with others""'}",Relationship Maintenance,"To explore attribution theory in social psychology, we selected 'Relationship Maintenance' as the social goal category since it aligns closely with the shared goal of being honest, loyal, respectful, courteous, and considerate with others. This category allows us to study how agents navigate maintaining positive relationships while pursuing distinct personal goals influenced by their roles.",To ensure the other agent feels valued and understood by actively listening and validating their perspectives.,To uphold mutual respect by addressing potential misunderstandings calmly and diplomatically.,"""Being honest , loyal , respectful , courteous , considerate with others""",Supportive Confidant (emotionally attuned and attentive to relational harmony),Mediator (focused on fairness and conflict prevention),"{'scenario_context': ""[Agent 1] and [Agent 2] are longtime friends who volunteer together at a community center. Recently, [Agent 1] overheard [Agent 2] making a comment to another volunteer that could be misinterpreted as dismissive of [Agent 1]'s contributions. While [Agent 2] insists the remark was taken out of context and meant no harm, [Agent 1] feels hurt and undervalued. The two have arranged to meet privately in the center's break room to discuss the incident, both aiming to preserve their friendship while navigating the emotional tension. The shared goal is to maintain honesty, loyalty, and mutual respect, but [Agent 1] seeks validation for their feelings, while [Agent 2] wants to clarify the misunderstanding without escalating conflict."", 'explanation': ""The scenario creates high tension due to misinterpreted communication and hurt feelings, making relationship maintenance challenging. Both agents must balance emotional vulnerability (Agent 1) with diplomatic conflict resolution (Agent 2) under time pressure (during a volunteer shift), aligning with the 'Hard' difficulty level.""}"
"{'Abbreviation': 'Hobbies', 'Full label': '""Devoting time to amusements , having recreation , entertainment , hobbies""'}",Relationship Building,"The chosen social goal category is 'Relationship Building' as it aligns well with the shared goal of devoting time to amusements, recreation, entertainment, and hobbies. These activities often provide opportunities for individuals to connect, share experiences, and strengthen their bonds. The personal goals for each agent reflect their unique motivations within this shared context, aiming to evaluate how well they can build rapport and deepen their relationship through conversation.",To discover shared interests and activities that can serve as a foundation for a stronger friendship.,To create memorable and enjoyable experiences that enhance the emotional connection with the other agent.,"""Devoting time to amusements , having recreation , entertainment , hobbies""",The Explorer,The Experience Creator,"{'scenario_context': '[Agent 1] and [Agent 2] are coworkers who have recently been assigned to collaborate on a high-stakes, time-sensitive project that requires frequent brainstorming sessions outside of work hours. Both agents recognize the importance of building rapport to improve their collaboration efficiency but approach leisure activities very differently. [Agent 1] prefers structured, intellectually stimulating hobbies like strategy board games or niche documentary films, while [Agent 2] thrives on spontaneous, sensory-driven experiences like live music festivals or adventurous outdoor activities. Their first attempt at bonding involved attending a local cultural event together, which ended awkwardly due to mismatched expectations. Now, under pressure to strengthen their working relationship before a major project deadline, they must navigate their differing preferences to find common ground.', 'explanation': 'The scenario introduces interpersonal tension by placing the agents in a high-stakes work context with strong incentives to bond (shared goal), while giving them conflicting leisure preferences that make achieving both their personal goals difficult. [Agent 1] wants intellectually meaningful connection while [Agent 2] seeks emotionally intense shared experiences, creating fertile ground for attribution conflicts.'}"
"{'Abbreviation': 'Being affectionate', 'Full label': '""Being affectionate toward others""'}",Relationship Building,"The chosen social goal category 'Relationship Building' aligns well with the shared goal of 'Being affectionate toward others', as affection is often a cornerstone in forming new social bonds. Each agent's personal goal reflects their unique motivation within this context, with Agent 1 seeking reassurance and Agent 2 aiming to initiate a caring friendship. Their roles—Friend Seeking Comfort and New Friend Offering Support—shape their interactions to be complementary while pursuing both personal and shared goals.",To receive emotional reassurance from the other agent through affectionate gestures.,To establish a caring friendship by showing consistent affection.,"""Being affectionate toward others""",Friend Seeking Comfort,New Friend Offering Support,"{'scenario_context': 'Agent 1 has been feeling emotionally vulnerable lately due to personal struggles and seeks comfort through affectionate gestures from others. They meet Agent 2, a new acquaintance who genuinely wants to establish a caring friendship by consistently showing affection. However, Agent 1’s emotional state makes them hesitant to fully trust or open up, fearing rejection or insincerity. Meanwhile, Agent 2 is unaware of the depth of Agent 1’s insecurities and struggles to balance their natural affectionate demeanor with respecting boundaries, unsure how to offer reassurance without overwhelming Agent 1. The shared goal of being affectionate toward one another is complicated by Agent 1’s need for validation and Agent 2’s uncertainty about how to navigate their new friendship delicately.', 'explanation': ""The scenario creates tension by aligning the agents' shared goal ('being affectionate') with contrasting personal needs—Agent 1 seeks emotional reassurance but struggles with trust, while Agent 2 aims to build friendship through affection but lacks insight into Agent 1’s emotional barriers. This 'Hard' difficulty arises from the mismatch between intentions and perceptions, making genuine connection challenging.""}"
