base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Peace of mind', 'Full label': '""Having peace of mind""'}",Relationship Maintenance,"Peace of mind in an interpersonal context relies on preserving emotional security and trust. Relationship Maintenance fits because both agents pursue stability through tone, validation, and boundaries—behaviors observable in dialogue that reflect dispositional tendencies and situational cues.","Elicit steady, empathic validation from the other by sharing worries in a vulnerable tone and nudging the exchange toward reflective listening rather than problem-solving.","Convey predictability and psychological safety by reflecting the other's feelings first, then offering concise reassurances and gentle boundaries to prevent rumination spirals.","""Having peace of mind""",Anxious partner,Grounding partner,"{'scenario_context': 'After a friend’s engagement dinner where [Agent 2] stepped outside twice for urgent work calls and later received a late-night DM from a gym acquaintance, [Agent 1] returns home feeling shaky and preoccupied. Their trip bags are half-packed for an early morning departure, and both are tired. [Agent 1] initiates a talk before sleep, seeking steady, empathic validation and nudging the exchange toward reflective listening rather than problem-solving. [Agent 2] aims to convey predictability and psychological safety by reflecting feelings first, then offering concise reassurance and setting gentle limits to avoid a rumination spiral. There is a recent pattern in which reassurance seeking expands, explanations trigger defensiveness, and the night ends more activated. [Agent 1] fears boundaries will feel like dismissal; [Agent 2] fears open-ended processing will erode rest and reinforce anxiety. Both want peace of mind and a calm start to the trip, but ambiguous cues, fatigue, and time pressure make their strategies liable to clash.', 'explanation': 'This setup is hard because ambiguous social signals (calls and a DM) invite competing attributions: [Agent 1] risks reading [Agent 2]’s behavior as dispositional unreliability, while [Agent 2] may attribute [Agent 1]’s worry to trait anxiety rather than situational triggers. Each individual goal can undermine the other—extended validation can look like rumination to [Agent 2], while brief reassurance plus boundaries can feel minimizing to [Agent 1]. Fatigue, an early departure, and a history of escalation increase the chance that reflective listening is skipped in favor of defending or fixing, threatening the shared goal of peace of mind.'}"
"{'Abbreviation': 'Cared for', 'Full label': '""Being taken care of""'}",Relationship Maintenance,"Being taken care of hinges on sustaining emotional security and responsiveness between partners, which fits Relationship Maintenance. One agent seeks to draw out nurturing behavior; the other aims to provide steady, empathetic care to preserve a sense of safety.","Influence the other to adopt a nurturing, attentive stance by sharing vulnerability and affirming empathetic, soothing responses.","Convey dependable care by reflecting feelings, offering gentle check-ins, and providing reassurance before distress escalates.","""Being taken care of""",Care Recipient,Attentive Caregiver,"{'scenario_context': 'Immediately after a 12-hour emergency shift, [Agent 2] arrives 20 minutes late to a planned check-in. Earlier, [Agent 1] sent their agreed-upon ""yellow"" signal indicating rising distress; it went unanswered for 90 minutes. [Agent 2]’s phone continues to buzz about a possible call-back within the hour. Last week they argued about ""performative"" reassurance versus attuned presence, and agreed that when [Agent 1] names a fear, [Agent 2] will reflect it and offer a concrete, time-bound plan. Now, [Agent 1] is dysregulated but trying to use vulnerability (naming abandonment fears, asking for specific soothing) to draw out a nurturing, attentive stance and intends to positively reinforce any empathetic, soothing responses. [Agent 2] aims to convey dependable care with gentle check-ins, reflective listening, and timely reassurance without overpromising availability. Tension points: [Agent 1] interprets non-response and lateness as dispositional indifference; [Agent 2] attributes them to situational overload and fatigue. Time pressure, prior inconsistency, and the risk of an imminent interruption make escalations likely. The conversation will begin as [Agent 2] initiates a careful check-in while preparing for the possibility of being called away again.', 'explanation': 'Hard difficulty arises from competing attributions (trait indifference vs situational constraint), time pressure, and depletion. Both share the goal of being taken care of, yet [Agent 1] must disclose vulnerability to elicit nurturing responses while managing fear of abandonment, and [Agent 2] must offer dependable, preemptive reassurance despite fatigue and limited availability. The scene sets up misinterpretation risk, boundary negotiation, and reinforcement contingencies central to how dispositional and situational factors shape caregiving behavior.'}"
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Identity Recognition,"Freedom of choice hinges on having one’s autonomy recognized and respected in interaction, making Identity Recognition the best fit.",Influence the other to openly state their preferences by presenting options without pressure and affirming any expressed choice as valid.,Assess whether their autonomy is respected by stating clear boundaries and observing if the other acknowledges and adapts without minimizing or pushing back.,"""Having freedom of choice""",Choice Facilitator,Boundary Setter,"{'scenario_context': 'Minutes before the print deadline for name badges at a company-wide networking event, [Agent 1] (Choice Facilitator) meets privately with [Agent 2] (Boundary Setter) to finalize how [Agent 2] will be identified. The company has launched an inclusion initiative encouraging pronouns and name pronunciations on badges, and leadership expects high uptake; a dashboard tracks participation. The badge template [Agent 1] brings is pre-filled from HR with legal name and pronouns unless changed, with fields for preferred name, pronouns, phonetic spelling, and an opt-out checkbox. [Agent 1] intends to present options neutrally and affirm that any selection—including non-disclosure—is valid. [Agent 2], having previously experienced unwanted outing and stereotyping with clients, plans to set clear boundaries: initials only, no pronouns or phonetic guide, and no auto-publishing of these choices to the event app. Both hold different kinds of power—[Agent 1] controls the process; [Agent 2] is a senior team lead—while time pressure and perceived norms make opting out feel conspicuous. The conversation must reconcile the shared goal of freedom of choice with organizational metrics and defaults that subtly nudge disclosure.', 'explanation': 'This setup is hard because institutional pressures (metrics, defaults, deadlines) create situational forces that can be mistaken for personal coercion, while both agents aim to promote autonomy. [Agent 1] must influence disclosure without pressure, resist compliance incentives, and actively normalize non-disclosure. [Agent 2] enters vigilant for boundary violations due to prior negative experiences, scrutinizing wording, tone, and default settings as signals of respect. Misattributions are likely: [Agent 1] may read refusal as resistance to inclusion; [Agent 2] may read clarifying questions as covert pushing. Success hinges on adjusting defaults, explicitly decoupling choice from approval, and acknowledging boundaries without minimization or conditionality.'}"
"{'Abbreviation': 'Easy life', 'Full label': '""Having an easy and comfortable life""'}",Cooperation,"A comfortable life hinges on coordinated choices that reduce mutual effort, so Cooperation best fits. One agent will gently steer toward convenient options, while the other preserves personal ease by testing suggestions and setting soft limits.",Steer the interaction toward low-effort joint choices by positively framing simple options and soothing any urgency the other expresses.,Protect their own ease by calmly probing for hidden burdens in suggestions and softly declining when a proposal feels pressuring.,"""Having an easy and comfortable life""",Ease Promoter,Boundary Setter,"{'scenario_context': '[Agent 1] and [Agent 2] co-manage a household and want an easier, more comfortable daily routine. Their building is offering a concierge bundle that consolidates cleaning, laundry pickup, and meal kits into one app, with a discounted sign-up that expires tonight. If they pass, the next openings for individual services are weeks out, meaning they would have to coordinate multiple vendors themselves in the meantime. The bundle promises fewer decisions but includes a six-month commitment, fixed service windows, rescheduling fees, and frequent app notifications. Both are tired after a demanding week; the dishwasher just failed and laundry has piled up. Last year, an “easy” membership trapped [Agent 2] in cancellation fees, while a period of juggling separate vendors left [Agent 1] overwhelmed by scheduling and calls. [Agent 1] aims to steer the decision toward the simplest joint option by positively framing the basic package and softening any urgency. [Agent 2] aims to protect their own ease by calmly probing for hidden burdens in each suggestion (lock-in terms, penalty risks, alert volume, data sharing) and to gently decline anything that feels pressuring. A neighbor’s texts about the expiring discount add perceived time pressure. They must decide tonight, balancing immediate relief against potential ongoing constraints, while each interprets “ease” differently.', 'explanation': 'This is hard because time pressure, accumulated fatigue, and ambiguous long-term costs raise tension around a shared goal. Dispositional tendencies collide: [Agent 1]’s positive, low-effort framing can be perceived by [Agent 2] as subtle pressure, while [Agent 2]’s boundary-focused probing can feel like overcomplication to [Agent 1]. Past negative experiences sensitize both to different risks, making cooperation difficult and priming attribution errors about whether resistance reflects personality or situational constraints.'}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"Identity Recognition fits because the scenario centers on having one’s self-authored standards acknowledged and respected in interaction. One agent asserts boundaries; the other actively validates and adapts to them, enabling both to set and follow their own guidelines without coercion.",Influence the other to treat my self-set guidelines as the default frame by calmly restating boundaries and redirecting prescriptive suggestions back to my terms.,"Signal recognition of the other's autonomy by mirroring their terms, asking consent before offering input, and presenting my ideas as optional within their stated limits.","""Setting and following my own guidelines""",Boundary Setter,Autonomy Validator,"{'scenario_context': 'A 25‑minute video check‑in to finalize a “Collaboration Protocol” that must be submitted today. The protocol template, mandated by the project office, assumes prescriptive oversight (sections on escalation, real‑time approval gates, and mandatory revision authority). [Agent 1] has circulated a one‑page Personal Operating Guidelines document stating: feedback only upon explicit request; all input framed as options; asynchronous communication as default; no real‑time calls or edits without prior consent; final say on task sequencing. [Agent 2] is tasked to ensure the protocol satisfies non‑negotiable policy requirements: immediate intervention on compliance risks and time‑boxed approvals. A recent all‑staff email, cc’ing both, urged “tighter oversight” on this deliverable, which [Agent 1] reads as pressure to override their guidelines. They have a history of friction from a prior meeting where [Agent 2] offered unsolicited tips that [Agent 1] rejected. Both must jointly sign the protocol today, with [Agent 1] seeking their guidelines to be treated as the default frame, and [Agent 2] needing to frame any additions as optional, consent‑based, and within [Agent 1]’s terms while still meeting policy. The tension: the template’s language and deadline cue control, so any request for exceptions can be read as boundary‑pushing, yet refusing exceptions risks the protocol being rejected.', 'explanation': 'Hard difficulty arises because situational pressures (a prescriptive template, compliance rules, deadline, and an oversight‑framed email) make it easy for [Agent 1] to attribute [Agent 2]’s constraints to controlling dispositions rather than context, while [Agent 2] risks interpreting [Agent 1]’s firmness as inflexibility rather than autonomy protection. Dispositional traits—[Agent 1]’s high autonomy orientation and sensitivity to unsolicited direction; [Agent 2]’s conscientiousness and prosocial intent—interact with cues that prime dominance/control attributions. Success requires [Agent 1] to calmly restate boundaries and redirect any prescriptive elements to their terms, and [Agent 2] to mirror [Agent 1]’s language, seek consent before offering input, and present policy‑driven requirements as optional within clearly defined, consented exceptions. Missteps will trigger fundamental attribution error and defensive escalation, making alignment on the shared goal difficult.'}"
"{'Abbreviation': 'Stability', 'Full label': '""Having stability in life, avoiding change, adhering to my ways and life style""'}",Relationship Maintenance,"Relationship Maintenance best matches a shared desire for stability and adherence to existing ways. The agents’ goals are distinct: one aims to steer interaction away from change (boundary-setting influence), while the other aims to validate and stabilize the interaction (affirming responsiveness).",Steer the conversation back to established routines whenever change is implied by affirming what already works and reframing suggestions toward current practices to signal preference for continuity.,"Convey acceptance of the other’s existing ways by mirroring their wording, paraphrasing their values, and asking continuity-focused questions that emphasize predictability over novelty.","""Having stability in life, avoiding change, adhering to my ways and life style""",Routine Gatekeeper,Stability Validator,"{'scenario_context': '[Agent 2] has received a formal notice from their employer: for the next quarter their start time moves to 6 a.m.; declining means reassignment to a rotating schedule with reduced pay. Their household depends on tightly sequenced mornings—care tasks and a child’s support routine that, if altered, trigger stress for both. A same-day response is required. They sit down to decide whether to accept the shift, try for an accommodation, or risk reassignment. Both want to preserve the life they know. [Agent 1], the Routine Gatekeeper, is set to emphasize what already works and to redirect any proposals back to the current schedule. [Agent 2], the Stability Validator, intends to mirror [Agent 1]’s language, affirm their values, and ask continuity-focused questions about what must stay the same, while introducing the policy’s non-negotiable elements. Tension is high: keeping routines unchanged may endanger income and long-term security; changing the schedule threatens day-to-day predictability. [Agent 1] is inclined to see the shift as management whim; [Agent 2] frames it as an impersonal constraint. They must navigate these views under deadline.', 'explanation': 'The setup centers on relationship maintenance via stability, with both agents motivated to avoid change. Personal goals are embedded: [Agent 1] steers conversation back to established routines; [Agent 2] validates those routines through mirroring and continuity-focused questions. Difficulty is high due to an external, time-bound organizational change that directly threatens daily predictability and financial security. The scene primes attribution dynamics: dispositional resistance to change versus situational constraints, shaping whether they pursue resistance or reorganization while trying to protect the relationship.'}"
"{'Abbreviation': 'Learning art', 'Full label': '""Learning more about art""'}",Information Acquisition,"Information Acquisition best fits the shared aim of learning about art. The agents take complementary intentions: one elicits and affirms explanations, while the other constructively challenges and refines them.","Elicit the other's knowledge and interpretations by asking open-ended, curiosity-driven questions and affirming useful details to guide deeper explanation.","Refine the other's claims by politely challenging vague points, offering counterexamples, and requesting justifications to pressure-test understanding.","""Learning more about art""",Curious novice,Critical enthusiast,"{'scenario_context': 'During a crowded museum Q&A on a polarizing abstract installation, attendees must pair up and ask one concise question at the microphone. [Agent 1] and [Agent 2] have three minutes to agree on wording and clarify what they want to learn. Their shared goal is to better understand the work’s meaning and methods. [Agent 1], a curious novice, aims to elicit [Agent 2]’s knowledge and interpretations by posing open-ended prompts and affirming useful details to steer deeper explanation. [Agent 2], a critical enthusiast, seeks to refine claims by politely challenging vague points, offering counterexamples, and requesting justifications to pressure-test understanding. Tension points: they must compress ideas into a single, clear question under public scrutiny; they disagree about whether the artist’s intent or the viewer’s response should anchor interpretation; [Agent 1] is sensitive to sounding naive after a previous correction from [Agent 2]; [Agent 2] worries that exploratory wording will waste their limited opportunity.', 'explanation': 'The setup creates high stakes (time pressure, one shared question, public audience) that amplify how each agent’s dispositional style can be misread: [Agent 1] may perceive challenges as dismissive, while [Agent 2] may see open-ended prompts as unfocused. Competing interpretive anchors (intent vs response) make agreement on wording difficult. Situational constraints force them to coordinate quickly, pushing attributional friction to the surface while both still aim to learn more about the artwork.'}"
"{'Abbreviation': 'Being affectionate', 'Full label': '""Being affectionate toward others""'}",Relationship Maintenance,"Affection supports ongoing closeness, so Relationship Maintenance fits best. One agent seeks to heighten warmth through expressive affection, while the other maintains comfort and security by validating and pacing the exchange—complementary intentions that sustain affectionate bonds.","Elicit reciprocated warmth by using affectionate language and gentle self-disclosure to draw the other into a more intimate, tender tone.","Convey care and safety by reflecting feelings, affirming disclosures, and pacing the interaction to keep both comfortable without dulling warmth.","""Being affectionate toward others""",Affection Initiator,Empathic Validator,"{'scenario_context': 'Immediately after a community support-group session ends, [Agent 1] and [Agent 2] step into a quiet lobby for a five-minute check-in before [Agent 2] must catch a train. Two days earlier, an affectionate text from [Agent 1] went unanswered for hours during a hectic day for [Agent 2], leaving lingering uncertainty. Group norms and the semi-public setting rule out touch, so they must rely on words. Both want to restore a warm tone: [Agent 1] intends to use gentle self-disclosure and affectionate language to invite closeness; [Agent 2] intends to reflect feelings and affirm disclosures while keeping the pace slow enough to feel safe. Passersby, time pressure, and phone notifications increase the risk of misreading pauses or guarded phrasing. The shared goal is to be tender with each other without breaching comfort or context, under conditions that make reciprocal warmth feel uncertain.', 'explanation': 'Hard difficulty arises from competing constraints: time pressure, semi-public context, recent delayed response, and differing comfort with immediacy. Dispositionally, [Agent 1] seeks verbal intimacy and may interpret [Agent 2]’s pacing as rejection; [Agent 2] prioritizes safety and may interpret [Agent 1]’s affectionate phrasing as pressure to escalate. Situational factors (social norms, interruptions, deadline) amplify attributional ambiguity, making it challenging to maintain warmth while coordinating pace and boundaries.'}"
"{'Abbreviation': 'Educational degree', 'Full label': '""Obtaining an advanced educational degree""'}",Cooperation,"Cooperation best aligns because both peers intend to coordinate efforts toward the degree; their goals contrast influence (shaping joint commitment) with understanding/boundary protection (assessing reliability and asserting limits), allowing attributions about motives and constraints to emerge through dialogue.","Shape the other's stance toward joint work by consistently inviting co-planning and affirming their ideas, aiming for the other to mirror 'we' language and build on proposals.",Gauge and protect personal boundaries by transparently stating constraints and observing whether the other responds with concrete accommodations rather than vague pressure.,"""Obtaining an advanced educational degree""",Study plan organizer,Time-constrained peer,"{'scenario_context': 'A graduate program requires pairs to submit a joint thesis study plan by midnight to unlock lab access for the semester. [Agent 1], acting as study plan organizer, and [Agent 2], a time-constrained peer with a 30-hour job and caregiving duties, meet on a 20-minute video call after multiple reschedules. Both need the degree milestone, but the plan must show equitable collaboration. [Agent 1] has a draft timeline and shared calendar ready, intending to invite co-planning, affirm [Agent 2]’s input, and encourage ""we"" language and add-ons to proposals. [Agent 2] arrives ready to state non-negotiable constraints (fixed shifts, caregiving nights, no meetings after 7 p.m.) and to watch whether [Agent 1] translates these into concrete accommodations (asynchronous check-ins, precise task scope, fewer synchronous touchpoints) rather than vague pressure to be available. The draft currently assumes near-daily syncs, raising immediate friction. Both have recent experiences heightening sensitivity: [Agent 1] carried a prior project alone; [Agent 2] left a team that ignored boundaries. The coordinator has warned that plans showing imbalance or missed submission will delay progression for both.', 'explanation': 'This setup creates high stakes and time pressure, making cooperation difficult while surfacing attribution dynamics. [Agent 1] aims to shape [Agent 2]’s stance via inclusive, affirming cues; [Agent 2] tests whether those cues reflect genuine situational sensitivity by demanding concrete accommodations. Each could misattribute behavior: [Agent 1] may read pushback as low commitment (dispositional) rather than constraint (situational), while [Agent 2] evaluates whether [Agent 1] converts constraints into specific changes (evidence of situational attributions) or uses vague reassurance (suggesting a controlling disposition). Consistency, distinctiveness, and consensus cues will be inferred from language, task specificity, and scheduling changes. The hard deadline and perceived costs of imbalance intensify tension and make individual and shared goals difficult to achieve.'}"
"{'Abbreviation': 'Being ambitious', 'Full label': '""Being ambitious, hard-working""'}",Identity Recognition,Identity Recognition best fits because the shared goal centers on being seen and treated as ambitious and hard-working; the interaction hinges on signaling and validating that identity.,"Influence the other to perceive them as genuinely ambitious and diligent by framing ideas as commitments, responding to challenges without defensiveness, and emphasizing steady routines over one-off wins.","Assess the depth and stability of the other's ambition by probing motives, trade-offs, and reactions to setbacks, offering calibrated affirmation only when responses show reflection and persistence.","""Being ambitious, hard-working""",Ambitious mentee,Evaluative mentor,"{'scenario_context': ""[Agent 1] (ambitious mentee) has a 20-minute pre-nomination check-in with [Agent 2] (evaluative mentor) just before a committee decides who will lead a six-month, high-visibility project known for frequent setbacks and weekend surges. Only one slot exists, and [Agent 2]'s reputation is tied to the nominee's follow-through. Recent signals about [Agent 1] are mixed: a high-profile hackathon win and visible initiative, but lagging documentation on the last project and a missed sprint deliverable after volunteering to help another team. Peers describe [Agent 1] as energetic yet uneven. The meeting's purpose is to establish whether [Agent 1]'s ambition is durable and work habits are stable enough to sustain the grind. [Agent 2] plans to probe motives, trade-offs (e.g., sacrificing short-term visibility for long-term consistency), and how [Agent 1] handled past setbacks, and to test responses with concrete hypotheticals. Affirmation will be offered only if [Agent 1] demonstrates reflective persistence. Anticipating scrutiny, [Agent 1] intends to frame proposals as time-bound commitments, emphasize daily/weekly routines over heroics, and respond to critiques without defensiveness to secure recognition as genuinely ambitious and hardworking."", 'explanation': ""High difficulty arises from scarce opportunity, time pressure, and power asymmetry. Mixed prior evidence creates attributional ambiguity: [Agent 2] must decide whether [Agent 1]'s achievements reflect stable disposition or situational bursts, applying discounting/augmentation logic and probing covariation (routines, trade-offs, reactions to failure). [Agent 1] must manage impressions without overpromising, translating ambition into credible, testable commitments while staying non-defensive under challenge. Identity recognition hinges on aligning dispositional claims with situational constraints, making both the shared and individual goals hard to achieve.""}"
"{'Abbreviation': 'Looking fit', 'Full label': '""Looking physically fit""'}",Cooperation,Cooperation aligns with a shared desire to look physically fit because both agents benefit from coordinating encouragement and pacing. The goals focus on how each shapes or interprets the other’s responses to sustain joint motivation.,"Steer the partner’s mindset toward steady effort by validating concerns and reframing setbacks as normal, keeping the tone optimistic and autonomy-supportive.","Gauge whether the partner is genuinely supportive by disclosing insecurities and asking clarifying questions, preferring empathetic responses over pressure to decide how closely to engage.","""Looking physically fit""",Peer Coach,Cautious Partner,"{'scenario_context': ""[Agent 1] (Peer Coach) and [Agent 2] (Cautious Partner) have agreed to pair up for a six-week workplace wellness challenge that publicly tracks team progress and encourages photo updates aimed at looking physically fit. They meet to decide how they will collaborate, given a recent tension where [Agent 1]'s generic 'no excuses' message was interpreted by [Agent 2] as pressure. [Agent 2] carries insecurities about appearance-based feedback due to past teasing at work, a flare-prone ankle, and unpredictable caregiving demands, and plans to disclose these while probing for genuine empathy and flexibility. [Agent 1] wants to set a steady, sustainable approach, normalize lapses, and keep the tone optimistic and autonomy-supportive rather than directive. They must negotiate what counts as progress (appearance vs strength/energy), how often to check in (daily texts vs optional weekly), and whether to participate in public photo updates. External incentives (leaderboards, team expectations) heighten the stakes, while [Agent 2] is ready to pull back if they sense judgment. The conversation starts with both wanting cooperation toward the shared goal of presenting as physically fit, but with mismatched tolerances for accountability and visibility that could derail trust."", 'explanation': ""High difficulty arises from conflicting pressures: public evaluation and time-limited goals amplify [Agent 2]'s sensitivity to appearance-based judgment and fear of control, while [Agent 1] must avoid triggering defensiveness yet still guide effort. This setup surfaces attributional tensions—whether setbacks are read as personal shortcomings or normal situational hurdles—and invites tests of supportiveness, empathy, and autonomy that will determine how closely they engage.""}"
"{'Abbreviation': 'Things in order', 'Full label': '""Keeping things in order (my desk, office, house, etc.)""'}",Cooperation,"Keeping shared spaces orderly requires coordinated routines and joint problem-solving, so Cooperation best fits. The Household Organizer aims to influence interaction tone and structure; the Flexible Roommate aims to understand priorities and preserve autonomy—distinct intentions that shape how they talk to each other.","Guide the other toward shared tidying norms by using calm I-statements, naming concrete expectations, and reframing complaints into collaborative choices.","Surface which standards matter most to the organizer by asking for rationales, reflecting them back, and proposing flexible boundaries that protect autonomy.","""Keeping things in order (my desk, office, house, etc.)""",Household Organizer,Flexible Roommate,"{'scenario_context': '[Agent 1] and [Agent 2] share a small apartment. It is 9:00 p.m. on Sunday. The dining table and part of the living room are covered with [Agent 2]’s in‑progress materials for a deadline at midnight, and there are a few unwashed dishes. At 7:30 a.m., [Agent 1] has a high‑stakes video presentation from the dining area and wants the background and surfaces clear by 10:00 p.m. They previously agreed to ""reset common areas by Sunday night"" but never defined exceptions for active projects or what ""clear"" specifically means. Storage is limited, and past texted reminders about tidiness felt like nagging to [Agent 2], who values flexible, use‑based organization. \n\nBoth aim to keep the home orderly. [Agent 1] intends to guide shared norms using calm I‑statements, naming concrete expectations (e.g., clear table/sink by a set time), and reframing complaints into collaborative choices. [Agent 2] intends to ask which standards matter most to [Agent 1] (e.g., visual background, hygiene, walkways), reflect those priorities back, and propose flexible boundaries (e.g., a 24‑hour project zone or labeled bins) to protect autonomy while cooperating. Time pressure, ambiguous norms, and past friction make alignment difficult.', 'explanation': 'The setup creates high difficulty: overlapping time‑sensitive needs (midnight deadline vs early video presentation), vague prior agreements, limited space, and a history of perceived nagging/controlling behaviors. This invites attributional conflict—[Agent 1] may view clutter as dispositional (carelessness), while [Agent 2] may view requests as control rather than situational anxiety/performance stakes. Each agent’s goal‑aligned strategy (I‑statements with concrete expectations vs rationale‑seeking with reflective listening and flexible boundaries) directly targets these attribution biases, making cooperation possible but challenging under pressure.'}"
"{'Abbreviation': 'Intellectual conversations', 'Full label': '""Having intellectual experiences, conversations, discussing interesting topics""'}",Cooperation,"To co-create rich intellectual conversations, the agents need to coordinate complementary interaction strategies. Choosing Cooperation aligns with a shared aim of exploring ideas together. One agent works to elicit and scaffold the other’s reasoning; the other stress-tests ideas to refine them. These paired intentions are observable via questioning, paraphrasing, counterexamples, and reframing—without relying on explicit agreement.","Guide the other to expand and clarify their reasoning by using open how/why prompts, reflective paraphrasing, and targeted requests for examples in a supportive tone that invites elaboration.","Strengthen the dialogue by respectfully introducing counterexamples and alternative frames to the other’s claims, signaling openness to revision while pressing for precision and consistency.","""Having intellectual experiences, conversations, discussing interesting topics""",Socratic Inquirer,Constructive Skeptic,"{'scenario_context': 'Minutes before a live, recorded colloquium on ""Is moral character stable or context-dependent?"", [Agent 1] (Socratic Inquirer) and [Agent 2] (Constructive Skeptic) are seated together for a 12-minute exchange intended to model civil, rigorous inquiry for a mixed audience that expects clear takeaways. They have been asked to end with a single-sentence joint summary of what they agree and disagree on. Both share the goal of an intellectually engaging conversation, yet they carry fresh tensions from a recent online exchange where [Agent 2] publicly critiqued a blog post [Agent 1] referenced, leading each to anticipate misinterpretation. They also face ambiguity about key terms (""character,"" ""situation,"" ""evidence"") and conflicting conversational norms: [Agent 1] plans to guide with open how/why questions, reflective paraphrasing, and requests for concrete examples; [Agent 2] plans to introduce counterexamples and alternative frames, pressing for precision while signaling openness to revision. A visible countdown timer, a moderator who warned against ""rambling or sparring,"" and the knowledge that stakeholders in the audience favor dispositional explanations add social-evaluative pressure. Both must coordinate in real time to keep the tone collaborative while probing deeply enough to satisfy their individual aims and produce the promised joint statement.', 'explanation': 'Hard difficulty stems from multiple, compounding pressures: time constraints and a required joint summary force premature convergence; public, evaluative audience increases self-presentation concerns; prior online friction raises defensive expectations and attributional biases (e.g., [Agent 1] may read skepticism as combative; [Agent 2] may read questioning as evasive); ambiguity over key terms invites talking past each other; divergent conversational strategies (elaboration vs. precision-press) create micro-conflicts about pace and depth. These situational factors intensify the challenge of achieving the shared goal while each pursues their personal conversational aims.'}"
"{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}",Cooperation,"Cooperation fits because both agents aim to align their interaction toward mutual support: one cultivates alignment and enthusiasm, the other assesses fit and reliability while sustaining a collaborative tone.","Elicit the other’s spontaneous use of enthusiastic, inclusive language by framing the project around shared values and reflecting their concerns constructively.","Gauge the advocate’s credibility and openness by using probing, clarification-seeking questions while keeping a respectful, cautiously supportive tone that encourages candid responses.","""Receiving support from others on projects I believe in""",Project Champion,Skeptical Collaborator,"{'scenario_context': '[Agent 1] and [Agent 2] meet 20 minutes before a live cross-functional forum where they are slated to ask managers to allocate staff time to a controversial pilot. A recent, similar initiative led by [Agent 1] slipped on timelines and quietly exceeded effort estimates, and [Agent 2]’s team carried the unplanned load. Rumors of a budget freeze have made leaders publicly cautious; the session will be recorded, and endorsements will be scrutinized. \n\nThe shared objective is to secure visible support from other teams for the pilot. [Agent 1], as Project Champion, wants [Agent 2] to co-introduce the pitch using enthusiastic, inclusive language that signals unity and invites others in. [Agent 1] plans to frame the project around shared values (fair workload, reduced rework, transparent metrics) and to reflect any concerns constructively to draw [Agent 2] into saying “we” and “our.” \n\n[Agent 2], as Skeptical Collaborator with de facto veto power, intends to probe for credibility and openness before agreeing to publicly endorse. They need clarity on success criteria, exit ramps, ownership of risk, data handling, and the real cost to their team. They aim to keep a respectful, cautiously supportive tone that elicits candid answers, watching for defensiveness or overpromising. \n\nTime pressure, reputational risk, and a recent history of overselling make alignment difficult: if [Agent 1] cannot demonstrate accountability and realistic guardrails, [Agent 2] will withhold visible support to protect their team; if [Agent 2] remains guarded, [Agent 1] may struggle to elicit inclusive language needed to influence the broader audience.', 'explanation': 'The setup creates high stakes and conflicting incentives: [Agent 1] needs public, enthusiastic alignment to move others; [Agent 2] must protect limited resources and credibility after a prior disappointment. Time pressure, a recorded forum, and leadership scrutiny heighten impression management and attributional tensions. The scene forces [Agent 1] to test whether reframing around shared values and acknowledging constraints can elicit inclusive language, while [Agent 2] tests for transparency via probing questions. These dynamics make achieving both the shared and individual goals difficult yet realistic.'}"
"{'Abbreviation': 'Standing up for beliefs', 'Full label': '""Standing up for my beliefs""'}",Identity Recognition,Identity Recognition fits because standing up for beliefs centers on asserting and having the self-definition acknowledged during interaction.,"Assert their belief as a core part of self by using firm I-statements, correcting mischaracterizations, and declining to dilute the stance when pressed.",Uphold a belief in open critique by probing with curiosity-led questions while explicitly validating the right of the other person to hold their view and avoiding dismissive language.,"""Standing up for my beliefs""",Values Advocate,Respectful Skeptic,"{'scenario_context': ""[Agent 1] and [Agent 2] are in a live-streamed committee meeting to finalize the wording of a public values statement for their professional association. A widely circulated summary earlier in the week framed [Agent 1]'s position as rigid, prompting complaints from members about tone and intent. With fifteen minutes left before a binding vote, the chair opens a brief review segment where [Agent 1], the statement's lead drafter, is invited to clarify and defend the core belief at stake. [Agent 2], designated to facilitate the review, must stress-test the statement through curiosity-led questions while explicitly affirming [Agent 1]'s right to hold the view. The audience expects both principled conviction and openness to critique. If the language is softened too much, [Agent 1] feels their identity is misrepresented; if probing becomes too pointed, [Agent 1] may experience it as invalidation. Time pressure and the public venue heighten defensiveness and make it hard to keep the exchange both firm and respectful."", 'explanation': ""The shared goal is to stand up for beliefs in a public, identity-relevant context while modeling respectful discourse. [Agent 1]'s personal goal is to assert the belief as central to self using firm I-statements, correcting mischaracterizations, and resisting dilution. [Agent 2]'s goal is to uphold open critique by probing assumptions with validating language and non-dismissive tone. Difficulty is high because of time constraints, recent mischaracterization, and a large audience. Attribution dynamics are salient: [Agent 1] may attribute [Agent 2]'s probing to a dismissive disposition rather than to the situational demand for scrutiny; [Agent 2] may attribute [Agent 1]'s firmness to inflexibility rather than to identity threat and reputational stakes. These competing attributions raise the risk of escalation while both try to meet the shared and individual goals.""}"
