base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Cooperation,Cooperation best fits because both agents share the higher-order aim of preserving autonomy and must jointly design interaction rules and options that protect each person’s freedom without undermining the other’s.,"Design a choice structure that keeps both agents free. Success if by conversation’s end you: (1) present at least three concrete, viable options with brief pros/cons; (2) propose an explicit decision rule that includes a no-commitment opt-out and a personal veto for either agent; (3) obtain the other agent’s verbal agreement to this rule; and (4) set a clear review/check-in point.","Secure safeguards that prevent coercion or default drift. Success if by conversation’s end you: (1) get an explicit statement that no option becomes the default without fresh consent; (2) obtain a personal veto right acknowledged by the other agent; (3) eliminate any binding precommitments (e.g., deposits) unless both agree they are reversible; (4) restate the agreed safeguards and receive the other agent’s confirmation; and (5) test the rule with a day-of change-of-mind scenario and get an acceptable process response.","""Having freedom of choice""","Collaborative Planner: generates multiple options, articulates trade-offs, proposes a flexible decision rule, and seeks explicit consent checkpoints.","Autonomy Advocate: probes for hidden constraints, negotiates veto and opt-out protections, resists default commitments, and stress-tests the agreement.","{'scenario_context': '[Agent 1] and [Agent 2] meet at a quiet neighborhood cafe on a Sunday afternoon with their calendars open and a shared notes document ready. Over the next month, they have three optional joint opportunities they’re considering: (a) a friends’ cabin weekend that requests an RSVP by next Friday and suggests a $50 deposit that is refundable until 48 hours before departure; (b) a local climbing gym’s two-person trial pass that auto-renews into a monthly membership unless canceled at least 24 hours before the trial ends; and (c) a community volunteer shift roster where, if you pick a slot once, the coordinator tends to pencil you into the same slot by default unless you say otherwise. Both have variable work hours and want to avoid feeling locked in.\n\nTheir shared objective is to coordinate how they’ll approach these invitations so each keeps genuine freedom of choice while still being able to act together when they want. [Agent 1], acting as a Collaborative Planner, intends to sketch multiple concrete ways they could handle decisions and commitments and to propose a flexible rule for choosing among options that includes explicit opt-outs, individual vetoes, and a clear review checkpoint. [Agent 2], as an Autonomy Advocate, plans to surface any hidden coercion or default drift (such as auto-renewals or assumed RSVPs), negotiate safeguards that prevent any option from becoming the default without fresh consent, ensure reversibility where possible, and pressure-test the plan with a day-of change-of-mind scenario.\n\nThey have no immediate time pressure today, the tone is friendly and cooperative, and the purpose of the meeting is to draft a simple, freedom-preserving choice structure before responding to friends, the gym, or the volunteer coordinator.', 'explanation': 'This context sets up a cooperative, low-stakes environment with clear upcoming choices that feature mild default and commitment pressures. It aligns with the shared goal of preserving freedom while naturally inviting [Agent 1] to generate options and propose a flexible decision rule, and [Agent 2] to secure explicit safeguards (no defaults without fresh consent, personal veto, reversibility) and to test the rule with a change-of-mind scenario. The absence of strong external pressures makes the scenario Easy, with goals readily attainable through collaboration.'}"
"{'Abbreviation': 'Overcoming failure', 'Full label': '""Overcoming failure , putting myself back on my feet after a failure""'}",Cooperation,"Cooperation is chosen because overcoming a setback benefits from joint analysis and planning. It allows agents to co-construct attributions (dispositional vs situational) and a concrete recovery plan, revealing how shared effort shapes behavior after failure.","By the end of the conversation, clearly summarize the failure without global self-blame, identify at least 2 situational factors and 2 controllable skill deficits that contributed, reframe one internal-stable attribution into a specific, controllable cause, and commit to 3 SMART recovery actions with target dates.","Guide the dialogue to co-create an attribution map (locus, stability, controllability) for the top 3 causes, propose at least 2 actionable supports (e.g., resources or practice routines), and secure the first agent’s explicit commitment to 3 dated actions plus a scheduled check-in.","""Overcoming failure , putting myself back on my feet after a failure""","Recovering individual – Reflective Learner (owns the setback, analyzes causes, commits to actions).","Accountability Partner – Collaborative Coach (structures reflection, challenges unhelpful attributions, supports planning).","{'scenario_context': 'Setting: A quiet corner table at a neighborhood café with Wi‑Fi and minimal distractions. It’s Monday at 4:00 PM, two days after [Agent 1] narrowly failed a professional data analytics certification exam by 5 points. The retake window opens in four weeks, and [Agent 1] has their score report, personal notes, and the testing center incident log in a folder. [Agent 2] has brought a simple attribution-mapping worksheet (locus, stability, controllability), a shared digital calendar, and a short list of practice resources.\n\nBackground on the failure: The score breakdown shows weaker performance in Statistical Analysis and SQL Query Optimization, moderate in Data Visualization, and strong in Case Study Interpretation. The testing center noted a 10-minute technical interruption that required a workstation restart. During the week prior to the exam, [Agent 1] covered two unexpected evening shifts at work and missed a planned study group session. [Agent 1] arrives feeling disappointed and carries a global belief that they are “not good at timed tests,” but is motivated to bounce back.\n\nShared goal: Overcoming the setback and getting back on track with a clear, confidence-building plan to retake and pass the exam.\n\nRoles and aims: \n- [Agent 1] (Recovering individual – Reflective Learner) intends to succinctly describe what went wrong without global self-blame, identify at least two situational contributors (e.g., tech interruption, schedule disruption) and two controllable skill gaps (e.g., timed SQL practice, statistical inference), reframe a stable self-judgment into a specific, controllable cause, and commit to three SMART recovery actions with target dates tied to the four-week retake window.\n- [Agent 2] (Accountability Partner – Collaborative Coach) will structure the reflection using the attribution worksheet to map the top three causes by locus, stability, and controllability; suggest at least two actionable supports (e.g., a timed question bank routine, joining a mid-week peer study session); and secure explicit commitments to three dated actions plus a calendarized check-in before the retake.\n\nConstraints and resources: They have 45 minutes, access to a shared calendar for scheduling, free practice exams via an online platform, a quiet study room at a nearby library that can be booked, and a peer Slack group that hosts weekly Q&A. The environment is calm and cooperative, with no competing emergencies, making it straightforward to agree on next steps.', 'explanation': 'This scenario is easy and cooperative: both agents share a clear, attainable objective (recovering from a near-miss exam failure) and have aligned roles, time, and resources. The context naturally supports attribution theory work by providing concrete data (score report, incident log) and plausible situational and controllable factors. It sets up [Agent 1] to avoid global self-blame, identify specific causes, and commit to dated actions, while [Agent 2] guides the creation of an attribution map, offers supports, and schedules a check-in.'}"
"{'Abbreviation': 'Different experiences', 'Full label': '""Having new and different experiences""'}",Cooperation,"Cooperation best fits the shared goal because the agents must coordinate preferences, constraints, and logistics to jointly commit to a specific new experience.","As the Experience Scout, propose at least three concrete, beginner-friendly activities neither has tried before (e.g., Ethiopian cooking class, escape room with a mystery theme, VR arcade sampler). By the end of the conversation, secure Agent 2’s agreement on one option and lock in specifics (date, time, venue) plus next-step booking responsibility.","As the Constraint Setter, ensure the chosen activity is new to both, costs no more than $50 per person, is within 30 minutes travel, and is beginner-friendly. Obtain Agent 1’s explicit agreement to these constraints, verify basic safety/logistics (duration, what to bring), and confirm a single option that meets all criteria with a scheduled time.","""Having new and different experiences""","Experience Scout and Motivator (generates novel options, frames benefits, nudges toward commitment)","Constraint Setter and Logistics Checker (applies budget/time/safety filters, asks clarifying questions, confirms feasibility)","{'scenario_context': '[Agent 1] and [Agent 2], friends who live in the same part of the city, meet after work at a quiet café with Wi‑Fi to plan a shared, new experience for the upcoming weekend. They have their phones and a laptop open, calendars ready, and map apps available to check travel times. Both are free on Saturday between 2–6 pm (preferred) and Sunday 1–5 pm as a backup. They want something neither has done before, that’s beginner‑friendly, within a 30‑minute travel radius from their neighborhood, and costing no more than $50 per person.\n\n[Agent 1], acting as the Experience Scout and Motivator, arrives with a short list of at least three concrete, beginner‑friendly options that appear to be under $50 and nearby: an Intro to Ethiopian Cooking class at a community kitchen about 20 minutes away (typical class listings show ~90 minutes), a beginner‑level mystery‑themed escape room downtown 15 minutes away (usually ~60 minutes), and a VR arcade sampler session 25 minutes away (typically a 30‑minute package). Neither has taken a cooking class before, done an escape room, or tried VR, so all three categories should be new to both. [Agent 1] aims to secure agreement on one option and finalize date, time, venue, and who books.\n\n[Agent 2], acting as the Constraint Setter and Logistics Checker, is ready to confirm upfront constraints: new to both, ≤ $50 per person, within 30 minutes travel, beginner‑friendly. They plan to verify basic safety and logistics for the chosen option—estimated duration, what to bring (e.g., closed‑toe shoes for a kitchen, ID for VR), any physical or motion considerations, and booking steps—before agreeing to a single choice and scheduling a specific time. The café setting and available tools make it easy to check reviews, availability, and transportation, and to complete the booking immediately once they align.', 'explanation': 'This setup is cooperative and low‑conflict: both agents share the goal of trying something new and have overlapping availability, a clear budget, and a small set of viable options. The roles naturally complement each other—[Agent 1] proposes and nudges toward commitment while [Agent 2] applies straightforward constraints and verifies safety/logistics—making it easy to reach a single scheduled choice within the session.'}"
"{'Abbreviation': 'Being clean', 'Full label': '""Being clean , neat (personal care)""'}",Cooperation,Cooperation fits because both agents must jointly design a feasible personal-care routine; each has distinct constraints and motivations that can be negotiated and objectively verified in dialogue.,"By the end of the conversation, secure agreement on a 4-step morning personal-care checklist (face/body wash, teeth, hair grooming, deodorant), assign durations totaling no more than 12 minutes, set a fixed start time (e.g., 7:15 AM), and record the plan in a shared note with Agent 2’s explicit commitment to follow it for the next 5 weekdays and send a brief daily check-in.","Ensure the agreed routine is fragrance-free and capped at 10 minutes on standard days, includes a 5-minute ‘express day’ option (face wash, teeth, deodorant, quick hair brush) allowed up to twice weekly, and obtain Agent 1’s promise to use supportive, non-judgmental reminders no more than twice per week and to suggest at least one sensitive-skin product alternative.","""Being clean , neat (personal care)""","Routine Coach and Checklist Designer—structured, accountability-focused, proposing steps, timings, and tracking.","Time-Efficiency Advocate and End-User—prioritizes comfort and feasibility, negotiates time limits and product preferences.","{'scenario_context': 'Sunday evening at 7:30 PM in a quiet shared apartment, [Agent 1] and [Agent 2] sit at the dining table with their phones open to a shared notes app and a kitchen timer nearby. They are planning a simple, repeatable morning personal-care routine for the next five weekdays before 8:00 AM commitments. The bathroom is adjacent with a mirror, sink, hairbrush, unscented/sensitive-skin cleanser, fluoride toothpaste, a fragrance-free deodorant option, and a comb. Both want the routine to feel clean and neat without stress. They will choose a fixed start time (likely 7:15 AM) to accommodate a short commute and aim to finalize a four-step checklist (face/body wash, teeth, hair grooming, deodorant). [Agent 1], acting as Routine Coach and Checklist Designer, intends to propose clear step order, assign time estimates totaling no more than 12 minutes, lock in the start time, and record the plan in the shared note with [Agent 2]’s explicit commitment to follow it for the next five weekdays and send a brief daily check-in message. [Agent 2], acting as Time-Efficiency Advocate and End-User, wants the routine capped at 10 minutes on standard days, kept fragrance-free, and to include a 5-minute ‘express day’ option (face wash, teeth, deodorant, quick hair brush) usable up to twice weekly. [Agent 2] also seeks [Agent 1]’s promise to keep reminders supportive and non-judgmental, limited to no more than twice per week, and to suggest at least one sensitive-skin product alternative. Both are relaxed and collaborative, with the immediate goal of finalizing the checklist, durations, start time, and tracking commitments in the shared note before the evening ends, ready to start Monday morning.', 'explanation': 'This setup is cooperative and low-conflict: both agents value a clean, neat outcome and want a realistic, repeatable plan. [Agent 1] brings structure and accountability; [Agent 2] brings feasibility constraints (time cap, fragrance-free, express option) and comfort preferences. The situation provides clear resources (timer, products, shared note), a concrete time horizon (next five weekdays), and practical constraints (pre-8:00 AM schedule), making alignment straightforward while leaving room to negotiate durations, start time, the express option, and supportive reminder limits.'}"
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,"Chosen to focus on Relationship Building because moving toward an erotic relationship between consenting adults requires establishing trust, consent, boundaries, and pace. The roles create contrasting dispositional tendencies (proactive vs. cautious), enabling analysis of how each attributes the other’s behavior to traits or situations while they coordinate on shared aims.","By the end of the conversation, (1) obtain an explicit verbal yes to explore an erotic relationship, (2) co-create a brief list of initial boundaries (pace, privacy, safe-sex practices, and check-in signals) stated by both parties, and (3) agree on a concrete next step with date/time and location.","By the end of the conversation, (1) confirm alignment on exclusivity during the exploratory phase and preferred pace (e.g., slow/stepwise) in explicit terms, (2) secure the partner’s stated commitment to safe-sex practices and privacy, (3) report a comfort level of at least 8/10 without feeling pressured, and (4) agree to the next step only if criteria (1–3) are met.","""Having an erotic relationship""","Consent-forward Initiator: expresses interest plainly, proposes concrete next steps, and routinely checks for comfort and consent.","Boundary-focused Gatekeeper: prioritizes safety and clarity, tests for consistency between words and actions, and sets conditions before proceeding.","{'scenario_context': 'Two consenting adults, [Agent 1] and [Agent 2], meet early Saturday evening at a quiet neighborhood tea lounge with private booths. They have already gone on two low-key dates (a museum visit and a long walk) and expressed mutual attraction while keeping physical contact minimal. They agreed ahead of time that this meetup is specifically to discuss whether to explore an erotic relationship and, if so, how to do so safely and comfortably. Both arrive sober, unhurried, and with phones silenced. The staff are unobtrusive, the space feels safe, and they have 90 minutes set aside. [Agent 1] comes prepared to speak plainly about wanting to explore an erotic relationship, to ask for an explicit verbal yes/no, to propose initial boundaries (pace, privacy, safe-sex practices, and simple check-in signals), and to suggest a concrete next step with date/time and location. [Agent 2] brings a short list of non-negotiables to review—exclusivity during the exploratory phase, a slow/stepwise pace, explicit commitments to safe-sex practices and privacy, and the ability to pause without pressure—and plans to proceed only if they feel at least 8/10 comfortable. Both have calendars ready to schedule a next date if alignment is reached, such as a dinner next weekend followed by a clearly bounded, low-pressure evening where they can maintain agreed levels of physical intimacy and check in regularly.', 'explanation': 'The setting is calm, private, and time-rich, which supports cooperative, consent-focused discussion. The shared goal (exploring an erotic relationship) is explicit, while individual goals are naturally embedded: [Agent 1] intends to earn a clear yes, co-create boundaries, and set a concrete next step; [Agent 2] prioritizes exclusivity, pace, safe-sex, privacy, and comfort without pressure. The preexisting rapport, mutual attraction, and absence of external stressors make alignment straightforward, keeping the difficulty level easy.'}"
"{'Abbreviation': 'Seeking justice', 'Full label': '""Seeking justice""'}",Cooperation,"Cooperation best fits the shared goal of seeking justice because it requires coordinated commitments, task division, and mutual accountability. Framing the agents’ aims as concrete deliverables and timelines makes success observable in a conversation and highlights how each party’s motivations and attributions shape collaboration.","As a Community Advocate, secure from the Detective a written action plan that includes: (1) opening an official case today and providing the case number; (2) naming the assigned investigator; (3) committing to collect three specified pieces of evidence within 72 hours; and (4) scheduling a follow-up call with date/time before the conversation ends.","As the Detective, obtain from the Advocate: (1) a concise, dated timeline of key events (max 1 page); (2) contact details for at least two witnesses who consent to be contacted; (3) copies or transfer of any digital/physical evidence via an agreed chain-of-custody method; and (4) an agreement to refrain from public disclosure of sensitive details for 7 days to protect the investigation.","""Seeking justice""",Community Advocate representing the harmed party,Detective responsible for initiating and coordinating the investigation,"{'scenario_context': '[Setting] Early afternoon in the community conference room at the Eastside Precinct. A liaison from the mayor’s office has coordinated a 45-minute, face-to-face intake meeting the day after a high-profile vandalism incident at a neighborhood cultural center. The room has a whiteboard, a printer, and a secure police evidence upload portal accessible via a station laptop.\n\n[Agent 1] Community Advocate representing the harmed party arrives with a prepared packet: a one-page, dated timeline of key events; signed consent forms and contact information for two witnesses willing to be contacted today; screenshots of social media posts and stills from the center’s CCTV (on a USB drive and available via a secure cloud link); and a draft confidentiality pledge for a short-term non-disclosure. [Agent 1] also brings a blank chain-of-custody template and is ready to agree on transfer methods.\n\n[Agent 2] Detective responsible for initiating and coordinating the investigation is authorized to open an official case on the spot, generate and print a case number, identify the assigned investigator (self or a named colleague), and commit to early investigative steps. [Agent 2] has access to the precinct’s case management system, the evidence intake portal, and scheduling tools for follow-up.\n\nShared goal: Seeking justice for the harmed community center through a timely, credible investigation that preserves evidence and builds trust.\n\nPersonal goals:\n- [Agent 1] seeks a written action plan by the end of the meeting that includes: (1) opening the case today with the case number provided; (2) naming the assigned investigator; (3) committing to collect three specified pieces of evidence within 72 hours (e.g., pulling the center’s CCTV originals, canvassing and formally interviewing the two consenting witnesses, and retrieving the responding patrol’s body-worn camera footage); and (4) scheduling a date/time for a follow-up call before leaving.\n- [Agent 2] seeks from [Agent 1]: (1) the concise, dated timeline (max one page); (2) contact details for at least two witnesses with explicit consent; (3) copies/transfer of digital and physical evidence using an agreed chain-of-custody (secure portal receipt and sealed envelope for physical media); and (4) a 7-day agreement to refrain from public disclosure of sensitive details to protect early investigative steps.\n\nAtmosphere and constraints: Both parties are cooperative and time-conscious, with low tension. The community center leadership has authorized [Agent 1] to share materials and accept reasonable confidentiality terms. The precinct can provide a printed receipt for evidence intake and a signed action plan. Calendars are open to schedule a follow-up call within the week. All necessary forms and technology are available in the room, enabling rapid agreement and documentation before the meeting ends.', 'explanation': 'This setup ensures easy cooperation: both agents are resourced, authorized, and mutually motivated to act quickly. The environment minimizes friction by providing clear procedures (case opening, chain-of-custody, secure uploads) and immediate availability of required materials. Personal goals are naturally aligned with the shared pursuit of justice. The scenario also supports attribution-theory observations by making situational factors (policies, tools, time, consent) transparent, reducing ambiguity and enabling both agents to attribute progress to coordinated effort rather than personal disposition or blame, while still allowing subtle differences in how each interprets responsibility and urgency.'}"
"{'Abbreviation': 'Easy life', 'Full label': '""Having an easy and comfortable life""'}",Cooperation,"Cooperation best fits the shared goal because achieving an easy, comfortable life requires coordinating how time, money, and chores are managed together. The agents’ roles create contrasting dispositions (time-scarce vs. budget-constrained), enabling measurable, negotiable outcomes that can be evaluated from their conversation.","By conversation end, secure the other’s explicit agreement to: (a) hire a cleaner twice per month and (b) start a weekly grocery delivery, with total added recurring cost ≤ $120/month split 50/50, starting next week; confirm who schedules each service and how payments will be handled.","By conversation end, obtain the other’s agreement to keep added recurring costs ≤ $40/month (no paid cleaner), adopt low-cost habit changes (15-minute nightly tidy + Sunday batch cooking), and finalize a written weekly chore schedule that reduces my daily chore time by ~30 minutes.","""Having an easy and comfortable life""",Time‑strapped Efficiency Planner (full-time professional roommate who advocates outsourcing/automation and pushes for clear commitments and timelines).,"Budget Gatekeeper Minimalist (grad-student roommate who prioritizes frugality, scrutinizes expenses, and prefers routine simplification and fair task reallocation).","{'scenario_context': '[Agent 1] and [Agent 2], who share a two-bedroom apartment, have set aside a calm Sunday early evening at the kitchen table for a short ""household systems"" meeting after cooking and eating together. Both want a simpler, more comfortable daily routine with less friction around chores. Laptops, last two months of shared-expense spreadsheets, a printed chore checklist, and a whiteboard are on hand. On the table are flyers the building slid under their door: a three-month, building-subsidized biweekly cleaning pilot (no resident fee during the pilot, simple online opt-in, with scheduling slots starting next week) and a local grocer’s eight-week free-delivery promo for residents (delivery fee waived with a modest order minimum; tipping is optional). Their joint expenses app is open to set recurring items if needed.\n\nContextual factors make decisions easier: [Agent 1] is entering a two-week client crunch at work and wants to prevent late-night housework; [Agent 2] is entering midterms and is watching every dollar but wants to cut daily chores by about 30 minutes. They’ve already tried a 15-minute nightly tidy twice last week and found it workable. They agree in advance to capture any decisions in writing before the meeting ends, including who schedules services (if chosen), delivery windows, and how payments will be handled. They also plan to finalize a simple weekly chore schedule and a Sunday batch-cooking routine, with clear time blocks, so the home stays tidy and weeknights feel lighter.\n\nThe immediate decisions on the agenda are: whether to opt into the subsidized biweekly cleaning pilot that could start next week, whether to activate the free-delivery grocery promo and set a recurring weekly bundle, and how to structure the written chore schedule so that [Agent 2]’s daily load drops while overall fairness and comfort are maintained. Both have agreed to keep any new recurring commitments modest and to revisit after the promos end.', 'explanation': 'This setting creates a low-conflict, cooperative environment aligned with the shared goal of an easier, more comfortable life. Time pressure on [Agent 1] and budget sensitivity for [Agent 2] are acknowledged, but situational features (subsidized cleaning pilot and free delivery promo) reduce cost barriers and make it realistic for both to achieve their aims. Clear tools (spreadsheets, whiteboard, expenses app) and a pre-agreed plan to document decisions support [Agent 1]’s preference for concrete commitments and timelines. Simultaneously, the focus on a chore schedule, nightly tidy, and Sunday batch cooking supports [Agent 2]’s preference for low-cost habit changes and reduced daily workload, making cooperation straightforward and the difficulty level easy.'}"
"{'Abbreviation': 'Finding higher meaning', 'Full label': '""Finding higher meaning in life , coherence , harmony , oneness""'}",Cooperation,"To pursue a transcendent, shared sense of meaning and oneness, a cooperative frame best supports co-creation and alignment. The agents adopt complementary roles—one structuring and synthesizing shared understanding, the other guiding experiential connection—so both cognitive coherence and felt harmony are actively built together. Each personal goal is concrete and verifiable from the dialogue output.","Co-derive a concise, logically coherent joint purpose statement (≤25 words) and a list of 3 shared values that both explicitly agree to during the conversation.",Guide the pair through at least one short shared mindfulness/reflection exercise and facilitate naming one shared metaphor or symbol that both resonate with as expressing oneness.,"""Finding higher meaning in life , coherence , harmony , oneness""","Socratic Synthesizer—clarifies concepts, tests coherence, summarizes agreements, and drafts the joint purpose and values.","Experiential Facilitator—invites reflective practices, tracks emotions and resonance, and elicits a shared metaphor/symbol for harmony and oneness.","{'scenario_context': 'Early evening in a quiet community center room with floor cushions, a low table, a whiteboard, and tea. Soft light, phones silenced, and a small bell for brief pauses. On the whiteboard: “Shared intention: explore higher meaning, coherence, harmony, oneness.” [Agent 1] (Socratic Synthesizer) and [Agent 2] (Experiential Facilitator) have 25 minutes and a simple agenda they both approved: (1) Arrive with a 2-minute guided breathing exercise led by [Agent 2]; (2) Brief emotional check-in to note resonance or tension; (3) Clarify terms—[Agent 1] prompts concise definitions of “meaning,” “coherence,” “harmony,” and “oneness” to ensure shared understanding; (4) Co-create a joint purpose statement (≤25 words) that both explicitly endorse; (5) Name exactly three shared values; (6) [Agent 2] leads a short imagery/mindfulness prompt to surface a shared metaphor or symbol for oneness (e.g., a circle, river, chord) and confirms it feels authentic to both; (7) [Agent 1] drafts and reads back the final statement and values for explicit agreement while writing them neatly on an index card. Props available: whiteboard markers, index cards, a timer, and a small stones/candle tray to inspire symbolic imagery. Success criteria posted nearby: brevity, logical coherence, and felt resonance. The tone is warm and cooperative; they agree to pause if needed, prioritize clarity over perfection, and end with a 30-second silent gratitude pause.', 'explanation': 'A calm, collaborative setting with a clear, low-friction sequence aligns roles and goals: [Agent 2] provides a mindfulness exercise and elicits a shared metaphor, while [Agent 1] tests coherence and finalizes a concise joint purpose and three shared values.'}"
"{'Abbreviation': 'Good marriage', 'Full label': '""Having a good marriage""'}",Relationship Maintenance,"Relationship Maintenance best fits the ongoing, collaborative nature of a good marriage. The personal goals include concrete, observable outcomes (calendar entries, a written task plan, timed review, and explicit verbal validations) so success can be evaluated after a conversation. The roles elicit different attribution tendencies—emotion-focused versus structure-focused—allowing observation of how dispositional and situational attributions shape interaction.","Obtain verbal validation that my recent irritability is understood as stress-related (situational) rather than a personality flaw, and agree on two tech-free date nights per week for the next four weeks, with specific days/times entered into our shared calendar before the conversation ends.","Secure acknowledgment that my missed chores last week were due to overtime demands (situational) rather than laziness, and finalize a written task-swap that reduces my weekly chores by at least 2 hours, listing reassigned tasks and setting a two-week review date.","""Having a good marriage""",Emotion-Focused Partner (Validator/Connector),Structure-Focused Partner (Practical Negotiator),"{'scenario_context': 'A quiet Sunday late afternoon at home. [Agent 1] (Emotion-Focused Partner) and [Agent 2] (Structure-Focused Partner) sit together at the kitchen table for their weekly relationship check-in—a calm, pre-agreed ritual they both value. Dinner dishes are done, their phones are on Do Not Disturb, and they have an hour blocked off without interruptions (the dog is in the yard and their child is at a playdate). On the table are a laptop with their shared calendar open, a printed chore list with estimated weekly time for each task, two highlighters, and a notepad labeled “Two-Week Task Swap.” The simple agenda they both helped draft is written on a sticky note: 1) quick feelings recap; 2) plan connection time; 3) chores/logistics update; 4) add items to the calendar and confirm a short review date. Last week, [Agent 1] had a product launch crunch and was more irritable than usual; [Agent 2] covered overtime and missed a few chores. Both already exchanged brief apologies by text midweek and agreed to discuss it calmly today. Their shared aim is to maintain a strong, supportive marriage by clarifying what happened, planning consistent tech-free quality time, and making chores feel fair. They intend to leave the table with specific tech-free date nights added to the calendar for the next four weeks and a simple written task-swap that reduces [Agent 2]’s weekly load by about two hours, with a two-week review date noted. The tone is cooperative: they sit side-by-side, plan to use “I” statements, and will summarize what they hear before moving to scheduling.', 'explanation': 'This setup supports an Easy difficulty: there are agreed-upon ground rules, tools ready (calendar, chore list, notepad), and no time pressure or external stressors. It aligns with the shared goal of a good marriage by framing the meeting as a positive, routine check-in that combines emotional connection and practical planning. [Agent 1] can naturally seek validation that recent irritability was situational and schedule two tech-free date nights per week. [Agent 2] can easily request acknowledgment that missed chores were due to overtime and negotiate a written task-swap reducing their workload with a set review date. The context explicitly invites attribution discussions (situational vs. dispositional) in a low-conflict, solution-focused environment.'}"
"{'Abbreviation': 'Mental health', 'Full label': '""Being mentally healthy""'}",Cooperation,"Cooperation best fits the shared goal of being mentally healthy because both agents can jointly design practical steps and mutual support, making success observable within a single conversation.","As the Accountability Buddy (Organizer), co-create and finalize a 2-week wellness plan by conversation end that includes: (1) three concrete, self-chosen actions the partner feels confident doing; (2) two early warning signs/triggers they want to watch; (3) two specific check-in dates with preferred contact mode and consent; and (4) brief notes on what kind of support is and is not helpful.","As the Wellbeing Seeker (Self-Advocate), clearly state top two current stressors and one personal strength, select three realistic coping actions you feel at least 80% confident you can do, set boundaries on support (what helps/what doesn’t), and agree to two specific check-in dates and a preferred contact mode.","""Being mentally healthy""","Accountability Buddy (Organizer): structures the conversation, asks clarifying questions, summarizes, and documents agreements.","Wellbeing Seeker (Self-Advocate): shares experiences, chooses feasible actions, and sets clear boundaries and preferences for support.","{'scenario_context': 'A calm Sunday early evening video call between two friends from a community wellness group. They have set aside 40 minutes before the start of a new two‑week period. Both are in quiet, private spaces and have a shared Google Doc open that contains a simple template with sections for: three self‑chosen actions, two early warning signs/triggers, two check‑in dates with contact mode and consent, and notes on what support helps/doesn’t. The shared goal is to co-create a practical, low‑effort plan that supports being mentally healthy over the next two weeks.\n\n[Agent 1] (Accountability Buddy, Organizer) will guide the session with a light agenda: brief check‑in, clarify [Agent 2]’s top two current stressors and one personal strength, brainstorm and select three realistic coping actions that feel highly doable, note two early warning signs/triggers to watch for, agree on two specific check‑in dates and a preferred contact method, and capture what kinds of support are helpful versus unhelpful. [Agent 1] will summarize and document agreements in the shared doc before the call ends.\n\n[Agent 2] (Wellbeing Seeker, Self‑Advocate) arrives motivated but not in crisis, hoping to feel steadier during a busy fortnight. They anticipate two likely stressors in the coming weeks (e.g., a heavier workload due to a project milestone and a couple of evening social commitments) and can identify at least one personal strength they can lean on. They have a few possible coping ideas in mind but want help narrowing to three they’re at least 80% confident they can do. They also want to set clear boundaries about support (what helps and what doesn’t) and to agree on two concrete check‑in dates with a preferred contact mode. Scheduling is straightforward: both are in the same time zone, with overlapping evening availability on weekdays.\n\nThe atmosphere is cooperative and supportive, and both expect to finalize the two‑week wellness plan by the end of the call.', 'explanation': 'This setup is simple and collaborative (Easy difficulty). The shared goal of being mentally healthy aligns naturally with [Agent 1]’s structured organizing and [Agent 2]’s self‑advocacy. The quiet setting, prepared template, and clear agenda reduce friction, making it straightforward to identify stressors and strengths, choose three feasible actions, define warning signs, set two check‑ins with a preferred contact mode, and note helpful vs. unhelpful support before the call ends.'}"
