base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Seeking equality', 'Full label': '""Being involved in seeking equality, brotherhood, equal opportunity for all""'}",Cooperation,"The shared goal of 'seeking equality, brotherhood, equal opportunity for all' aligns most closely with the 'Cooperation' category, as it inherently involves working together toward a common, prosocial objective. To create a dynamic interaction, the agents are assigned complementary roles and personal goals. The Advocate's goal is to persuade and inspire commitment, while the Skeptic's goal is to critically evaluate the plan's feasibility. This setup allows for an analysis of how dispositional optimism and pragmatism interact within a cooperative framework, driving a conversation that balances idealism with practical concerns.","To persuade the other agent to fully commit to a specific, actionable plan for promoting equality.",To critically evaluate the proposed plan's feasibility and ensure risks are mitigated before agreeing.,"""Being involved in seeking equality, brotherhood, equal opportunity for all""",Idealistic Advocate,Pragmatic Evaluator,"{'scenario_context': ""[Agent 1] and [Agent 2] are collaborators in a grassroots effort committed to promoting equality and equal opportunity. They meet to decide whether to adopt a concrete outreach plan [Agent 1] has drafted—an actionable set of steps (target groups, timelines, measurable outcomes, and volunteer responsibilities)—and [Agent 1] aims to secure [Agent 2]'s full commitment to implement it. [Agent 2], adopting a pragmatic evaluator stance, intends to probe the plan's feasibility, identify logistical or legal risks, ask for cost and capacity estimates, and request mitigations or adjustments before endorsing it. Both seek the same cooperative end—advancing equality—and the interaction centers on aligning idealistic motivation with practical safeguards so the plan can be adopted smoothly and responsibly."", 'explanation': ""This setup places an Idealistic Advocate ([Agent 1]) and a Pragmatic Evaluator ([Agent 2]) in a low-tension, cooperative decision context where goals are aligned. It clearly frames the shared objective (equality) and each agent's personal aim (persuasion vs. critical evaluation), creating a simple, realistic scenario suited to exploring attribution of motives and responses without high conflict.""}"
"{'Abbreviation': 'Buying things', 'Full label': '""Buying things I want""'}",Cooperation,"The shared goal 'Buying things I want' involves two agents navigating a shopping scenario where they must balance individual desires with collaborative decision-making. The Cooperation category best fits this scenario as it focuses on agents working together toward a common objective while managing their individual preferences. Agent 1's personal goal focuses on asserting their preferences to influence the final choice, while Agent 2's goal centers on understanding and validating those preferences through active listening. The roles of 'Impulse Shopper' and 'Practical Advisor' create natural tension while allowing both agents to pursue the shared shopping goal.",To assert personal preferences strongly enough to sway the final purchasing decision,To understand and validate the other's preferences while guiding toward practical considerations,"""Buying things I want""",Impulse Shopper,Practical Advisor,"{'scenario_context': '[Agent 1] and [Agent 2] are together to make a purchase with the shared, cooperative goal of buying things they both want. [Agent 1], an impulse shopper, favors immediate, stylish options and intends to state preferences clearly to influence the final choice. [Agent 2], a practical advisor, listens and validates those preferences while prompting consideration of practical factors such as budget, durability, and everyday usefulness. Both expect to reach a mutually acceptable decision, so the upcoming conversation will balance [Agent 1]’s assertive tastes against [Agent 2]’s pragmatic guidance.', 'explanation': 'Easy, cooperative setup: roles and personal goals are explicit and compatible—[Agent 1] will push for preferred items while [Agent 2] uses validation plus practical arguments to steer the decision; the dynamic invites simple attribution of preference-driven versus situation-driven behavior.'}"
"{'Abbreviation': 'Being free', 'Full label': '""Having freedom (being a free person)""'}",Identity Recognition,"The shared goal 'Having freedom (being a free person)' aligns most closely with the 'Identity Recognition' social goal category. This category focuses on individuals seeking acknowledgment, validation, or understanding of their self-concept, values, or autonomy—core aspects of personal freedom. The personal goals are designed to reflect distinct social intentions: one agent aims to assert their independence and have it validated, while the other seeks to understand the boundaries and meaning of that freedom to build trust. The roles ('Assertive Individualist' and 'Inquisitive Confidant') create a dynamic where one advocates for their autonomy while the other explores it through supportive inquiry, fostering a scenario ripe for attribution processes as each interprets the other's behavior through dispositional and situational lenses.",To assert one's own autonomy and have it recognized as valid by the other agent.,To understand the boundaries and motivations behind the other's desire for freedom to build a foundation of trust.,"""Having freedom (being a free person)""",Assertive Individualist,Inquisitive Confidant,"{'scenario_context': '[Agent 1] tells [Agent 2] they want more personal freedom in how they allocate time and make small decisions within their shared arrangements. The moment is framed as a cooperative renegotiation: [Agent 1] intends to assert their autonomy and have that choice respected, while [Agent 2], inquisitive and attentive, wants to understand the motivations and boundaries behind this desire so they can trust that the relationship will remain respectful. Both prioritize preserving individual freedom and mutual trust and will calmly work together to set clear expectations and boundaries.', 'explanation': ""This setup centers on the shared goal of 'having freedom' within an interpersonal context and fits the Identity Recognition category by focusing on being seen and accepted for autonomous choices. [Agent 1] (Assertive Individualist) seeks validation of autonomy; [Agent 2] (Inquisitive Confidant) aims to learn the reasons and limits to build trust. The scenario is easy: goals are compatible and attainable through open communication and boundary-setting. It emphasizes social dynamics (attribution of motives, boundary negotiation) rather than environmental detail and serves as a neutral prompt for a subsequent cooperative dialogue.""}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Identity Recognition,"The shared goal 'Engaging in religious traditions' involves collective participation in rituals and practices that reinforce group identity and spiritual connection. This aligns most closely with 'Identity Recognition' as the core social goal category, as religious traditions often serve to affirm and validate one's place within a faith community and to be seen by others as a genuine member. The personal goals are designed to reflect distinct motivations within this context: one agent seeks to establish their authentic belonging through the ritual, while the other aims to gauge and affirm the first agent's commitment, creating a dynamic where social validation is implicitly negotiated through their interaction.",To be perceived by the other as a genuine and committed member of the faith through their participation.,To assess the authenticity and depth of the other's faith based on their engagement with the tradition.,"""Engaging in religious traditions""",New Devotee,Established Elder,"{'scenario_context': ""In the small congregation's weekly ritual, [Agent 1], a recent convert, sits beside [Agent 2], an established elder who often guides newcomers. Both are preparing to perform a series of familiar ceremonial actions together; [Agent 1] follows instructions carefully, occasionally hesitates, and makes subtle efforts to demonstrate respect and attentiveness. [Agent 2] welcomes participation and offers quiet corrections and prompts, while observing [Agent 1]'s consistency, emotional engagement, and questions. The interaction is cooperative: both aim to complete the ritual properly while reading one another's commitment and sincerity through behavior, tone, and willingness to learn."", 'explanation': ""The scene sets a cooperative, low-conflict context in which the shared goal (engaging in the tradition) is straightforward. [Agent 1]'s personal goal—to be seen as a genuine, committed member—will lead them to accentuate behaviors that signal internal belief (attentiveness, asking appropriate questions, adherence to ritual). [Agent 2]'s personal goal—to assess authenticity—will prompt observational and interpretive behavior (noticing consistency, emotional involvement, and responses to correction). This allows examination of attribution processes: whether [Agent 2] attributes [Agent 1]'s actions to stable disposition (sincere faith) or situational factors (nervousness, desire to impress), and how [Agent 1] manages impressions to influence those attributions.""}"
"{'Abbreviation': 'Firm values', 'Full label': '""Having firm values""'}",Identity Recognition,"The shared goal 'Having firm values' is best aligned with the 'Identity Recognition' category, as it involves agents asserting, understanding, and negotiating their core beliefs and principles. This creates a scenario where dispositional traits and situational factors interact, as one agent (the Advocate) is motivated to persuade and align the other with their values, while the second agent (the Questioner) is driven to critically examine and understand the depth and consistency of those same values. Their personal goals are distinct, measurable through conversational behavior (e.g., persuasive language vs. probing questions), and reflect a fundamental social intention to influence and understand, respectively.",To persuade the other agent to adopt their value system as the correct one.,To critically examine the other agent's values for consistency and depth.,"""Having firm values""",Moral Advocate,Skeptical Inquirer,"{'scenario_context': ""[Agent 1] and [Agent 2] agree to have a focused, respectful conversation about what it means to 'have firm values.' Both want a clearer, more stable sense of identity through articulated principles: [Agent 1] adopts the role of Moral Advocate, presenting a coherent value system and aiming to persuade [Agent 2] that those principles should be endorsed; [Agent 2] adopts the role of Skeptical Inquirer, gently probing for consistency, edge cases, and motivations to evaluate the depth of [Agent 1]'s commitments. The interaction is collaborative and oriented toward mutual clarification rather than confrontation."", 'explanation': ""This setup makes the shared goal (achieving firm values) explicit while specifying each agent's personal aims—persuasion versus critical examination—so their behaviors will naturally reflect dispositional and situational influences. The scene is easy because both participants are cooperative, the stakes are low, and the objective (clarifying and testing values) is realistically attainable through conversation, allowing clear observation of attribution processes without high tension.""}"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Identity Recognition,"The shared goal 'Setting and following my own guidelines' involves individuals establishing personal autonomy and self-direction. This aligns most closely with 'Identity Recognition' as the core social goal category. This category focuses on an individual's desire to have their self-perceived identity, values, and autonomy acknowledged and validated by others. The scenario involves two agents with contrasting approaches to this shared pursuit: one seeks external validation for their self-defined path, while the other is motivated to understand and dissect the internal reasoning behind such self-guidelines. Their personal goals are designed to be interactionally measurable through their conversational behavior—Agent 1's need for validation will manifest in seeking agreement and positive feedback, while Agent 2's analytical nature will be evident through probing questions and a focus on logic.",To seek validation from the other agent that their self-defined guidelines are reasonable and worthy of respect.,To critically understand the rationale behind the other agent's self-guidelines by probing their underlying logic and assumptions.,"""Setting and following my own guidelines""",The Autonomy Seeker,The Logical Analyst,"{'scenario_context': 'In a brief one-on-one meeting, [Agent 1] and [Agent 2] are agreeing on personal interaction norms as expressions of their own identities. Their shared goal is to set and commit to self-defined guidelines for how they will work and communicate together. [Agent 1], the Autonomy Seeker, seeks validation that their guidelines (e.g., boundaries about interruptions, decision-making autonomy, and preferred feedback style) are reasonable and worthy of respect. [Agent 2], the Logical Analyst, aims to understand and gently probe the rationale and assumptions behind those guidelines so the pair can adopt coherent, mutually accepted norms.', 'explanation': ""This setup places two agents in a cooperative, low-tension interaction centered on 'Identity Recognition' and the shared goal of setting and following personal guidelines. It explicitly states each agent's personal goal and role (validation vs. analytical probing), keeps the scene realistic and concise, and aligns with an Easy difficulty by making the objectives compatible and attainable.""}"
"{'Abbreviation': 'Looking distinguished', 'Full label': '""Carrying myself well, looking distinguished""'}",Identity Recognition,"The shared goal 'Carrying myself well, looking distinguished' primarily concerns how individuals present themselves and wish to be perceived by others. This aligns most closely with the 'Identity Recognition' category, as it involves agents seeking validation, acknowledgment, or a specific impression of their social identity and personal qualities from their interaction partner.",To elicit compliments and validation from the other agent regarding their appearance and demeanor.,"To subtly challenge the other agent's projected image by offering measured, constructive feedback rather than outright praise.","""Carrying myself well, looking distinguished""",Image-Conscious Peer,Candid Confidant,"{'scenario_context': '[Agent 1] and [Agent 2] are preparing together immediately before a small, semi-formal gathering where both want to appear composed and distinguished. Their shared task is straightforward: help each other carry themselves well and present a polished image. [Agent 1], an image-conscious peer, is seeking verbal validation—compliments about posture, outfit, and overall demeanor—to reinforce a confident appearance. [Agent 2], a candid confidant, is cooperative and supportive but plans to offer measured, constructive observations that may gently challenge elements of [Agent 1]’s projected image rather than giving unqualified praise. The interaction is cooperative and low-stakes, focused on impression management and mutual polish rather than confrontation.', 'explanation': ""This setup makes the shared goal (appearing distinguished) explicit while contrasting personal goals: [Agent 1] wants affirmation; [Agent 2] wants to give honest, restrained feedback. Because the situation is cooperative and low-stakes (Easy level), both goals are compatible and attainable. Expect [Agent 1] to use self-enhancement strategies and seek external validation; positive feedback will likely be interpreted dispositional (the responder genuinely admires me) or situational (they're being polite). [Agent 2] will balance politeness norms with candid remarks, prompting attributions about whether appearance issues stem from controllable choices (dispositional: tailoring, posture) or situational factors (lighting, fit). The scene highlights attribution processes (self-serving bias, actor–observer differences, and the role of politeness conventions) in a realistic, cooperative social exchange.""}"
"{'Abbreviation': 'Personal growth', 'Full label': '""Experiencing personal growth""'}",Identity Recognition,"The shared goal 'Experiencing personal growth' aligns with 'Identity Recognition' because personal growth often involves self-reflection, understanding one's evolving identity, and seeking validation or recognition of that growth from others. This category focuses on how individuals perceive and affirm each other's identities, which is central to the personal growth process.",To seek validation for their recent efforts and changes by steering the conversation toward topics that highlight their personal development.,To encourage self-reflection in the other by asking probing questions that challenge them to articulate their growth journey.,"""Experiencing personal growth""",Seeker of Validation,Reflective Guide,"{'scenario_context': 'In a planned one-on-one check-in, [Agent 1] (Seeker of Validation) has asked to meet to highlight recent personal changes and steer the discussion toward evidence of growth; [Agent 2] (Reflective Guide) has agreed to listen and to prompt deeper self-reflection with open, probing questions. Both enter the conversation cooperatively, aiming to experience personal growth and to recognize shifts in [Agent 1]’s identity.', 'explanation': 'This setup centers a cooperative interaction (Easy difficulty) where the shared goal is experiencing personal growth and identity recognition. [Agent 1]’s individual goal is to obtain validation by emphasizing their development; [Agent 2]’s individual goal is to encourage self-examination through questions. The scene focuses on interpersonal dynamics—seeking affirmation versus prompting reflection—without environmental detail, making the goals attainable in a short conversation.'}"
"{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}",Relationship Maintenance,"The shared goal 'Having friends I love, close companionship' aligns most closely with Relationship Maintenance, as it focuses on preserving and deepening existing emotional bonds rather than initiating new ones. For this scenario, Agent 1's personal goal is to seek validation of their importance in the friendship, which manifests through conversational behaviors like fishing for compliments or reassurance. Agent 2's personal goal is to gently encourage emotional openness, demonstrated through supportive questioning and creating a safe space for vulnerability. Their roles—'The Needy Friend' and 'The Supportive Confidant'—complement these goals and create a dynamic where both dispositional traits and situational factors influence their interaction.",To seek validation that they are a valued and important part of the friendship,To gently encourage the other to open up emotionally and share deeper feelings,"""Having friends I love, close companionship""",The Needy Friend,The Supportive Confidant,"{'scenario_context': 'Two close friends are alone together after spending time with their usual group. [Agent 1] has been dropping hints of feeling insecure about their role in the friendship and wants clear reassurance that they are valued and important. [Agent 2] is warm and attentive, committed to maintaining the closeness; they plan to offer validation while gently encouraging [Agent 1] to open up about the feelings underlying their insecurity so the friendship can remain emotionally honest and supportive. Both prioritize preserving their close companionship and want the conversation to leave them feeling connected.', 'explanation': ""This setup centers on the shared relationship-maintenance goal (close companionship) while specifying complementary individual aims: [Agent 1] seeks validation and belonging, [Agent 2] seeks to encourage emotional disclosure and provide support. The situation is low-conflict and cooperative (Easy): reassurance and deeper sharing are mutually reinforcing and attainable. Psychologically, it creates opportunities to observe attributional processes (e.g., whether [Agent 2] interprets [Agent 1]'s behavior as dispositional insecurity or a response to recent stressors) and how supportive responses shape subsequent openness and perceived relational value.""}"
"{'Abbreviation': 'Stable family life', 'Full label': '""Having a stable, secure family life (with my spouse or children, or both)""'}",Relationship Maintenance,"The shared goal 'Having a stable, secure family life' is fundamentally about maintaining and nurturing the family unit. Relationship Maintenance is the most fitting category as it directly involves actions and interactions aimed at preserving harmony, security, and the emotional bonds within established relationships, such as those between spouses or parents and children.","To reassure the other agent of their commitment and reliability, fostering a sense of safety and trust within the relationship.","To seek validation and emotional confirmation from the other agent, ensuring their needs and contributions are acknowledged and valued.","""Having a stable, secure family life (with my spouse or children, or both)""",The Stabilizer,The Validator,"{'scenario_context': '[Agent 1] and [Agent 2], partners who prioritize maintaining a secure family life, sit down to align plans for the coming weeks. The conversation focuses on how they will share household and childcare duties, financial planning, and emotional support so daily routines feel dependable. [Agent 1] adopts a reassuring stance, emphasizing reliability, concrete plans, and willingness to shoulder responsibilities to signal commitment. [Agent 2] looks for emotional confirmation and acknowledgement of their efforts, wanting explicit validation that their contributions are seen and valued. The setting is cooperative and calm, aimed at reinforcing trust and predictability in their relationship.', 'explanation': ""This setup centers a shared goal of a stable family life while clearly specifying each agent's personal goal and role: [Agent 1] (The Stabilizer) intends to reassure through concrete promises and reliable actions; [Agent 2] (The Validator) seeks recognition and emotional confirmation. The scene is low-conflict and mutually aligned, making the goals attainable and fostering opportunities to observe how reassurance and validation interact to strengthen perceived commitment and trust.""}"
